	Acer_negundo	Acer_rubrum	Ailanthus_altissima	Amelanchier_arborea	Asimina_triloba	Carpinus_caroliniana	Carya_alba	Carya_cordiformis	Carya_glabra	Celtis_occidentalis	Cephalanthus_occidentalis	Cercis_canadensis	Cornus_florida	Elaeagnus_angustifolia	Fagus_grandifolia	Fraxinus_americana	Fraxinus_pennsylvanica	Ilex_opaca	Ilex_verticillata	Juglans_nigra	Kalmia_latifolia	Ligustrum_sp	Lindera_benzoin	Liquidambar_styraciflua	Liriodendron_tulipifera	Lonicera_mackii	Nyssa_sylvatica	Paulownia_tomentosa	Pinus_taeda	Platanus_occidentalis	Populus_grandidentata	Prunus_avium	Prunus_serotina	Quercus_alba	Quercus_coccinea	Quercus_falcata	Quercus_michauxii	Quercus_palustris	Quercus_prinus	Quercus_rubra	Quercus_stellata	Quercus_velutina	Rhus_typhina	Rosa_multiflora	Salix_nigra	Sambucus_nigra	Tilia_americana	Ulmus_americana	Ulmus_rubra	Viburnum_acerifolium	Viburnum_dentatum	Viburnum_prunifolium
475	0	0	0	0	0	2	4	0	2	0	0	0	1	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
477	0	0	0	0	0	2	2	0	2	0	0	0	0	0	38	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
479	0	2	0	0	0	49	2	0	1	0	0	0	0	0	39	0	0	0	0	0	0	0	0	5	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
491	0	0	0	0	0	21	3	0	0	0	0	0	2	0	25	0	0	0	0	0	0	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
493	0	0	0	0	0	23	3	0	0	0	0	0	0	0	32	0	0	0	0	0	0	0	0	2	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
495	0	0	0	0	0	7	4	0	1	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	3	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
497	0	1	0	0	0	4	0	0	1	0	0	0	2	0	50	0	0	0	0	0	0	0	0	1	3	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
499	0	3	0	0	0	12	2	0	3	0	0	0	0	0	41	1	0	0	0	0	0	0	0	0	4	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
511	0	3	0	0	0	7	0	0	0	0	0	0	0	0	15	0	0	0	0	0	1	0	0	0	3	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
513	0	6	0	0	0	18	0	0	0	0	0	0	0	0	19	0	3	0	0	0	0	0	0	4	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
515	0	4	0	0	0	4	0	0	0	0	0	0	0	0	1	0	17	0	0	0	0	0	14	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
517	0	1	0	0	0	3	0	0	0	0	0	0	0	0	0	4	9	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0
519	0	4	0	0	0	16	0	0	1	0	0	0	0	0	19	0	0	0	0	0	0	0	0	2	4	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
531	0	0	0	0	0	16	0	0	1	0	0	0	1	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
533	0	1	0	0	0	23	0	0	0	0	0	0	0	0	8	0	6	0	0	0	0	0	9	5	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
535	0	5	0	0	0	1	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
537	0	6	0	0	0	12	0	0	0	0	0	0	0	0	6	0	12	0	0	0	0	0	4	8	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
539	0	0	0	0	0	15	0	0	1	0	0	0	0	0	14	0	0	0	0	0	0	0	0	1	2	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
551	0	0	0	0	0	12	0	0	0	0	0	0	2	0	24	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
553	0	3	0	0	0	17	1	0	0	0	0	0	0	0	8	0	8	0	8	0	0	0	9	2	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
555	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	15	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
557	0	4	0	0	0	15	0	0	0	0	0	0	0	0	4	0	3	0	0	0	0	0	0	6	0	0	5	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	1	0	0	0
559	0	0	0	0	0	6	3	0	0	0	0	0	2	0	32	0	0	1	0	0	0	0	0	2	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
571	0	0	0	0	0	16	1	0	0	0	0	0	1	0	17	0	0	0	0	0	0	0	4	4	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	2
573	0	5	0	0	0	9	0	0	0	0	0	0	1	0	7	0	3	0	0	0	0	0	9	5	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0
575	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3	0	0	0	0	0	30	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0
577	0	3	0	0	0	2	0	0	0	0	0	0	0	0	4	1	1	0	0	0	0	0	13	4	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0
579	0	0	0	0	0	4	1	0	0	0	0	0	1	0	21	0	0	0	0	0	0	0	1	2	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
591	0	2	0	0	0	3	0	0	0	0	0	0	1	0	11	0	0	0	0	0	0	0	26	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	1
593	0	1	0	0	0	10	1	0	2	0	0	0	0	0	4	0	1	0	0	0	0	0	15	4	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	1	0	0	5
595	0	5	0	0	0	4	0	0	0	0	0	0	0	0	1	3	5	0	0	0	0	2	36	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1
597	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	4	11	0	7	0	0	2	19	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	0	0	1
599	0	2	0	0	0	6	0	0	0	0	0	0	0	0	9	0	8	0	0	0	0	0	19	2	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1
611	0	0	0	0	0	9	1	0	0	0	0	0	1	0	22	0	0	0	0	0	0	0	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
613	0	0	0	0	0	32	2	0	1	0	0	0	3	0	11	0	0	0	0	0	0	0	2	5	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
615	0	0	0	0	0	34	0	0	0	0	0	0	1	0	12	0	0	0	0	0	0	0	1	4	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
617	0	0	0	0	0	43	0	0	0	0	0	0	0	0	11	0	1	0	0	0	0	0	0	7	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
619	0	0	0	0	0	31	2	0	0	0	0	0	1	0	21	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
631	0	0	0	0	0	12	2	0	0	0	0	0	3	0	17	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
633	0	0	0	0	0	16	0	0	0	0	0	0	4	0	15	0	0	0	0	0	0	0	0	4	6	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
635	0	0	0	0	0	13	0	0	0	0	0	0	4	0	4	1	0	0	0	0	0	0	6	1	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
637	0	1	0	0	0	46	0	0	0	0	0	0	3	0	7	0	0	0	0	0	0	0	0	5	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
639	0	0	0	0	0	18	2	0	0	0	0	0	2	0	14	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
651	0	1	0	0	0	11	4	0	1	0	0	0	1	5	32	0	0	3	0	0	0	0	1	2	1	0	0	0	0	0	0	0	0	3	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
653	0	0	0	0	0	13	0	0	1	0	0	0	1	0	11	1	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
655	0	0	0	0	0	29	1	0	0	0	0	0	2	0	8	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
657	0	0	0	0	0	28	1	0	0	0	0	0	3	0	11	0	0	1	0	0	0	0	0	4	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
659	0	0	0	0	0	11	0	0	1	0	0	1	1	0	12	0	0	0	0	0	0	0	23	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
671	0	0	0	0	1	4	0	0	0	0	0	0	4	0	27	0	0	0	0	0	0	0	0	3	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
673	0	0	0	0	0	18	2	0	0	0	0	0	4	0	12	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
675	0	0	0	0	0	35	1	0	0	0	0	0	2	0	6	0	0	0	0	0	0	0	0	2	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
677	0	0	0	0	0	28	2	0	0	0	0	0	8	0	16	1	0	1	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
679	0	0	0	0	0	18	2	0	2	0	0	0	6	0	28	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	3
691	0	0	0	0	0	6	4	0	0	0	0	0	3	0	24	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
693	0	0	0	0	0	13	2	0	1	0	0	0	3	0	11	1	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11
695	0	0	0	0	0	20	0	0	0	0	0	0	1	0	7	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	2	0	2	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0
697	0	0	0	0	0	47	0	0	1	0	0	0	2	0	6	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
699	0	0	0	0	0	21	1	0	2	0	0	0	5	0	15	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
711	0	0	0	0	0	28	4	0	1	0	0	0	1	0	7	0	0	0	0	0	0	0	0	3	4	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
713	0	0	0	0	1	47	3	0	0	0	0	0	1	0	14	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
715	0	0	0	0	0	55	2	0	0	0	0	0	2	0	32	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
717	0	0	0	0	0	10	0	0	0	0	0	0	7	0	36	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
719	0	0	0	0	0	19	1	0	0	0	0	0	7	0	32	0	0	1	0	0	0	0	0	3	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
731	0	0	0	0	0	23	1	0	0	0	0	0	3	0	17	0	0	0	0	0	0	0	0	3	5	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
733	0	0	0	0	0	32	0	0	0	0	0	0	1	0	20	0	0	1	0	0	0	0	0	1	5	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
735	0	0	0	0	0	29	5	0	0	0	0	0	6	0	25	0	0	0	0	0	0	0	0	2	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
737	0	0	0	0	0	20	1	0	0	0	0	0	2	0	14	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
739	0	0	0	0	0	21	0	0	0	0	0	0	4	0	23	0	0	1	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
751	0	0	0	0	0	9	2	0	0	0	0	0	2	0	15	0	0	0	0	0	0	0	1	4	3	0	3	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
753	0	0	0	0	0	7	4	0	0	0	0	0	1	0	27	0	0	0	0	0	0	0	1	0	3	0	3	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
755	0	0	0	0	0	15	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	1	0	2	0	3	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
757	0	0	0	0	0	18	2	0	0	0	0	0	0	0	10	1	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
759	0	0	0	0	0	19	0	0	0	0	0	0	2	0	12	1	0	1	0	0	0	0	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
771	0	0	0	0	0	14	5	1	0	0	0	0	2	0	26	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
773	0	0	0	0	0	19	3	1	0	0	0	0	2	0	13	0	0	0	0	0	0	0	0	5	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
775	0	0	0	0	0	16	0	0	1	0	0	0	0	0	14	0	0	1	0	0	0	0	4	1	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
777	0	0	0	0	0	10	2	0	1	0	0	0	3	0	13	0	0	0	0	0	0	0	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
779	0	0	0	0	0	23	1	0	0	0	0	0	5	5	18	0	0	2	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	6	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
791	0	0	0	0	0	2	0	0	0	0	0	0	6	0	21	0	0	0	0	0	0	0	0	5	3	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
793	0	0	0	0	0	34	2	0	1	0	0	0	6	0	25	0	0	1	0	0	0	0	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
795	0	0	0	0	0	17	2	0	1	0	0	0	2	0	24	0	0	1	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
797	0	0	0	0	0	21	0	0	1	0	0	0	0	0	24	0	0	1	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
799	0	0	0	0	0	16	3	0	0	0	0	0	1	0	13	1	0	0	0	0	0	0	3	1	2	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1
811	0	0	0	0	0	26	3	0	0	0	0	0	9	0	13	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
813	0	0	0	0	0	7	0	0	0	0	0	0	6	0	42	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
815	0	1	0	0	0	12	2	0	0	0	0	0	12	0	48	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
817	0	0	0	0	0	17	1	0	0	0	0	0	4	0	35	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
819	0	0	0	0	0	6	2	0	1	0	0	0	2	0	36	0	0	1	0	0	0	0	0	3	3	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
831	0	0	0	0	0	23	3	0	0	0	0	0	1	0	27	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
833	0	0	0	0	0	16	4	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	2	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
835	0	0	0	0	0	28	3	0	0	0	0	0	2	0	51	0	0	0	0	0	0	0	0	2	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
837	0	0	0	0	0	13	0	0	0	0	0	0	3	0	36	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
839	0	0	0	0	0	6	0	0	1	0	0	0	0	0	29	0	0	0	0	0	0	0	0	3	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
851	0	0	0	0	0	15	1	0	1	0	0	0	1	0	21	0	0	0	0	0	0	0	0	2	6	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
853	0	0	0	0	0	17	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	3	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
855	0	0	0	0	0	8	0	0	0	0	0	0	1	0	32	0	0	1	0	0	0	0	0	3	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
857	0	0	0	0	0	15	1	0	0	0	0	0	1	0	30	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
859	0	0	0	0	0	4	2	0	0	0	0	0	0	0	44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
871	0	1	0	0	0	10	1	0	2	0	0	0	2	0	15	0	0	0	0	0	0	0	0	0	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
873	0	0	0	0	0	7	2	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
875	0	0	0	0	0	2	1	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
877	0	0	0	0	0	9	3	0	0	0	0	0	1	0	24	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
879	0	0	0	0	0	4	2	0	0	0	0	0	0	0	31	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
891	0	0	0	0	0	13	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	5	1	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
893	0	0	0	0	0	3	2	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
895	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
897	0	0	0	0	0	10	0	0	0	0	0	0	0	0	31	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
899	0	0	0	0	0	5	2	0	0	0	0	0	2	0	28	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
911	0	9	0	0	0	2	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	42	1	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0
913	0	1	0	0	0	8	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	42	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	3
915	0	11	0	0	0	13	0	0	0	0	0	0	1	0	1	0	3	0	0	0	0	0	28	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6
917	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	5	38	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	6	0	0	0
919	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	8	26	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
931	0	9	0	0	0	3	0	0	0	0	0	0	2	0	2	0	0	0	0	0	0	0	26	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
933	0	15	0	0	0	5	0	0	0	0	0	0	1	0	8	0	2	0	0	0	0	0	14	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	1
935	0	1	0	0	0	10	3	0	0	0	0	0	0	0	6	0	5	0	0	0	0	0	9	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2
937	0	0	0	0	0	1	0	0	0	0	0	0	2	0	1	0	14	0	0	1	0	3	23	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1
939	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	1	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0
951	0	4	0	0	0	2	0	0	0	0	0	0	5	0	0	0	0	1	0	0	0	2	14	11	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0
953	0	8	0	0	0	14	0	0	0	0	0	0	7	0	4	0	0	0	0	0	0	0	8	3	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3	0	0	0
955	0	4	0	0	0	7	3	1	0	0	0	0	4	0	4	0	0	0	0	0	0	0	17	1	4	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1
957	0	0	0	0	0	3	4	0	0	0	0	0	1	0	3	0	9	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1
959	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	24	0	0	1	8	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0
971	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	13	9	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	4	0	0	3
973	0	8	0	0	0	4	0	0	0	0	0	0	4	0	3	0	0	0	0	0	0	0	16	8	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	3	0	0	0
975	0	4	0	0	0	3	0	0	0	0	0	0	9	0	16	0	0	0	0	0	0	0	28	1	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1
977	0	3	0	0	0	0	0	0	0	0	0	0	1	0	4	0	39	0	2	0	0	0	2	1	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	5	0	0	0
