	Acer_negundo	Acer_rubrum	Acer_saccharum	Ailanthus_altissima	Amelanchier_arborea	Asimina_triloba	Bumelia_lanuginosa	Carya_cordiformis	Carya_glabra	Carya_ovata	Carya_texana	Carya_tomentosa	Celtis_occidentalis	Celtis_tenuifolia	Cercis_canadensis	Cornus_drummondii	Cornus_florida	Diospyros_virginiana	Frangula_caroliniana	Fraxinus_americana	Gleditsia_triacanthos	Juglans_nigra	Juniperus_virginiana	Lindera_benzoin	Lonicera_maackii	Ostrya_viriginiana	Platanus_occidentalis	Prunus_americana	Prunus_serotina	Quercus_alba	Quercus_marilandica	Quercus_muehlenbergii	Quercus_rubra	Quercus_stellata	Quercus_velutina	Sassafras_albidum	Tilia_americana	Ulmus_rubra	Viburnum_rufidulum
2513	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	4	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0
2514	0	0	0	0	0	30	0	0	0	2	0	0	1	0	2	0	6	1	14	2	0	0	0	7	13	0	0	0	0	2	0	0	0	0	0	0	0	1	0
2515	0	0	0	0	0	4	0	0	3	0	0	0	0	0	4	0	4	0	14	0	0	0	0	11	9	0	0	0	0	0	0	0	0	0	0	1	0	2	0
2516	0	1	0	0	0	143	0	0	0	0	0	1	1	0	6	0	2	1	19	0	0	0	0	3	5	0	0	0	0	1	0	0	1	0	1	1	0	2	0
2517	0	0	0	0	0	1	0	0	3	0	0	0	0	0	1	0	6	0	57	0	0	0	0	8	3	0	0	0	0	2	0	0	0	0	2	2	0	0	0
2597	0	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	3	0	6	4	0	0	0	0	0	0	0	1	0	9	0	0	12	0	0	0	0	0	0
2598	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	3	0	0	9	0	0	1	0	0	0
2599	0	1	0	0	4	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	7	0	4	3	0	0	0
2600	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	1	0	10	0	4	6	0	0	0
2601	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	9	0	0	0	0	0	0
2602	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	3	4	0	4	0	5	0	0	0	0
2603	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	4	0	4	0	0	0	0
2604	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	11	0	4	0	0	0	0
2605	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	9	0	4	0	0	0	0
2606	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	7	0	4	0	0	0	0
2607	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	12	0	5	0	0	0	0
2608	0	0	0	0	16	0	0	0	0	0	0	1	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	11	0	1	0	0	0	0
2609	0	0	0	0	17	0	0	0	0	0	0	1	0	0	0	0	16	0	1	0	0	0	0	0	0	0	0	0	0	6	0	0	6	0	0	0	0	0	0
2610	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	16	0	8	0	0	0	0	0	0	0	0	0	0	6	0	0	3	0	0	0	0	0	0
2611	0	1	0	0	0	0	0	0	0	1	0	2	0	0	0	0	6	0	15	0	0	0	0	0	0	0	0	0	0	8	0	0	2	0	0	0	0	0	0
2612	0	3	0	0	0	0	0	0	0	2	0	2	0	0	0	0	11	0	14	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0
2613	0	0	0	0	0	0	0	0	0	0	0	3	0	0	1	0	9	0	17	0	0	0	0	3	6	0	0	0	0	1	0	0	2	0	0	0	0	0	0
2614	0	0	0	0	0	193	0	0	0	1	0	1	0	0	4	0	5	0	3	1	0	0	0	12	3	0	0	0	0	3	0	0	1	0	0	1	0	0	0
2615	0	0	0	0	0	79	0	0	0	0	0	0	0	0	6	0	8	0	15	0	0	0	0	54	12	0	0	0	0	4	0	0	0	0	0	2	0	0	0
2616	0	0	0	0	0	25	0	0	0	0	0	0	0	0	3	0	7	0	8	0	0	0	0	28	2	0	0	0	0	3	0	0	0	0	0	0	0	3	0
2617	0	0	0	0	0	0	0	0	1	0	0	0	0	0	3	0	12	0	27	0	0	0	0	13	4	0	0	0	0	2	0	0	1	0	0	1	0	0	0
2697	0	0	0	0	1	0	0	0	1	0	2	2	0	0	0	0	1	0	18	10	0	4	0	0	0	0	0	0	0	5	0	0	1	0	5	8	0	0	0
2698	0	0	0	0	0	0	0	0	2	0	2	0	0	0	0	0	4	0	18	3	0	1	0	0	0	0	0	1	0	9	0	0	5	0	2	1	0	0	0
2699	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	3	0	5	0	0	0	0	0	0	0	0	0	1	4	0	0	12	1	2	0	0	0	0
2700	0	0	0	0	3	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	6	0	0	4	0	4	1	0	0	0
2701	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	7	0	1	0	0	0	0	0	0	0	0	0	0	7	0	0	5	1	3	1	0	0	0
2702	0	0	0	0	1	0	0	0	0	1	2	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	3	1	0	7	0	2	1	0	1	0
2703	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	6	1	0	2	0	0	0	0	0	0	0	6	1	0	4	0	5	2	0	0	0
2704	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	5	0	7	0	0	0	0	0	0	0	0	0	0	4	0	0	6	0	2	8	0	0	4
2705	0	0	0	0	2	0	0	0	1	1	3	1	0	0	0	0	2	0	6	0	0	1	0	0	0	0	0	0	1	5	0	0	9	0	4	9	0	0	9
2706	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	9	0	2	23	0	0	0
2707	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	3	0	5	0	0	0	0	0	0	0	0	0	0	6	0	0	7	0	3	13	0	0	6
2708	0	0	0	0	3	0	0	0	0	0	0	1	0	0	0	0	8	0	8	0	0	0	0	0	0	0	0	0	0	5	0	0	9	0	1	3	0	1	0
2709	0	0	1	0	3	0	0	0	1	0	0	2	0	0	0	0	9	0	20	0	0	0	0	0	0	0	0	0	0	7	0	0	6	0	0	5	0	0	0
2710	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	17	0	0	0	0	0	0	0	0	0	0	6	0	0	3	0	0	0	0	0	0
2711	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	13	0	20	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0
2712	0	0	0	0	0	1	0	0	0	0	0	4	0	0	0	0	13	0	29	1	0	0	0	2	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0
2713	0	0	0	1	0	101	0	0	2	0	0	0	0	0	0	0	8	0	20	0	0	0	0	8	7	0	0	0	0	2	0	0	0	0	0	0	0	0	0
2714	0	0	0	0	0	2	0	0	1	0	0	1	0	0	0	0	6	0	29	0	0	0	0	77	11	0	0	0	0	2	0	0	0	0	0	2	0	1	0
2715	0	0	0	0	0	97	0	0	1	1	0	0	0	1	2	0	5	0	8	0	0	0	0	68	1	0	0	0	0	1	0	0	1	0	0	4	0	1	0
2716	0	0	0	0	0	8	0	0	1	0	0	0	0	0	5	0	13	0	7	0	0	1	0	109	0	0	0	0	0	2	0	0	0	0	1	1	0	2	0
2717	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	26	0	30	0	0	0	0	43	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0
2797	0	0	0	0	4	0	0	0	3	0	1	1	0	0	0	0	11	0	13	3	0	0	0	0	0	0	0	0	0	8	0	0	0	0	5	7	0	0	0
2798	0	0	0	0	0	0	0	0	0	0	3	1	0	0	0	0	5	0	13	2	0	1	0	0	0	0	0	0	0	10	0	0	4	1	1	24	0	0	0
2799	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	3	0	24	4	0	1	0	0	0	0	0	0	0	12	0	0	2	0	2	8	0	2	0
2800	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	8	0	10	1	0	0	0	0	0	0	0	0	0	3	0	0	5	1	5	14	0	0	0
2801	0	0	0	0	0	0	0	0	3	0	1	1	0	0	0	0	5	0	17	0	0	0	0	0	0	0	0	0	0	5	0	0	3	0	0	14	0	4	0
2802	0	0	0	0	0	0	0	0	2	0	3	1	0	0	0	0	3	0	10	0	0	1	0	0	0	0	0	0	0	8	0	0	4	0	4	5	0	0	1
2803	0	0	0	0	0	0	1	0	1	1	0	2	0	0	0	0	0	0	25	1	0	1	0	0	0	0	0	0	0	5	0	0	4	0	2	5	0	0	0
2804	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	14	3	0	0	0	1	0	0	0	0	0	4	0	0	6	0	6	8	0	0	0
2805	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	8	0	11	0	0	0	0	0	0	0	0	0	0	10	0	0	1	0	4	32	0	0	0
2806	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	7	0	5	0	0	0	0	0	0	0	0	0	0	1	0	0	5	0	1	25	0	0	0
2807	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	10	0	14	0	0	0	0	0	0	0	0	0	0	1	0	0	6	0	5	7	0	0	0
2808	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	6	0	29	2	0	0	0	0	0	0	0	0	0	1	0	0	2	0	4	11	1	0	0
2809	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	18	0	36	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0
2810	0	0	0	0	0	0	0	0	1	0	0	3	0	0	0	0	15	0	39	0	0	0	0	11	1	0	0	0	0	2	0	0	2	0	0	0	0	2	0
2811	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	8	0	17	0	0	0	0	26	0	0	0	0	0	4	0	0	2	0	0	0	0	2	0
2812	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	8	0	35	1	0	0	0	10	3	0	0	0	0	5	0	0	1	0	0	0	0	0	0
2813	0	0	0	0	0	3	0	0	0	0	0	1	0	0	2	0	7	0	23	0	0	0	0	42	1	0	0	0	0	6	0	0	0	0	0	0	0	1	0
2814	0	0	0	0	0	7	0	0	1	0	0	1	0	0	1	0	8	0	10	0	0	0	0	156	2	0	0	0	0	3	0	0	0	0	0	3	0	0	0
2815	0	0	0	0	0	0	0	0	1	0	0	0	0	0	5	0	4	0	6	0	0	0	0	110	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0
2816	0	0	0	0	0	0	0	0	1	0	0	0	0	0	5	0	7	0	4	1	0	0	0	44	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0
2817	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	11	0	32	0	0	0	0	39	0	0	0	0	0	5	0	0	0	0	0	1	0	0	0
2897	0	1	0	0	4	0	0	0	0	0	1	1	0	0	0	0	7	0	12	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	2	9	0	0	0
2898	0	2	0	0	3	0	0	0	1	0	1	0	0	0	0	0	10	0	4	1	0	0	0	0	0	0	0	0	0	5	0	0	4	1	1	9	0	0	0
2899	0	1	0	0	1	0	0	0	0	0	1	1	0	0	0	0	11	0	39	1	0	0	0	0	0	0	0	0	0	6	0	0	2	0	2	20	0	0	0
2900	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	3	0	0	0	0	0	0	0	0	0	0	3	0	0	3	0	3	18	0	0	0
2901	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	1	0	0	0	0	0	0	0	0	0	0	13	0	0	3	0	7	11	0	0	0
2902	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	7	0	19	2	0	0	0	0	0	0	0	0	0	7	0	0	4	0	2	14	0	0	0
2903	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	7	0	12	1	0	0	0	0	0	0	0	0	0	3	0	0	5	0	2	15	0	0	0
2904	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	7	0	18	1	0	0	0	0	0	0	0	0	0	5	0	0	1	0	3	6	0	0	0
2905	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	10	0	15	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	3	17	0	0	0
2906	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	5	0	13	0	0	0	0	0	0	0	0	0	0	3	0	0	5	0	3	23	0	0	0
2907	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	11	0	46	0	0	0	0	0	2	0	0	1	0	4	0	0	2	0	0	8	0	0	0
2908	0	0	0	0	0	0	0	0	2	0	0	3	0	0	0	0	14	0	46	1	0	0	0	4	0	0	0	0	0	0	0	0	1	0	3	0	0	0	0
2909	0	0	0	0	0	0	0	0	1	0	0	3	0	0	0	0	17	0	46	2	0	0	0	12	1	0	0	0	0	0	0	0	0	0	0	2	0	2	0
2910	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	16	0	45	2	0	0	0	60	1	0	0	0	0	2	0	0	0	0	0	5	0	1	0
2911	0	0	0	0	0	103	0	0	1	0	0	1	0	0	3	0	3	0	20	1	0	1	0	81	0	0	0	0	0	2	0	0	1	0	0	0	0	1	0
2912	0	0	0	1	0	48	0	0	0	0	0	0	0	0	2	0	16	0	24	0	0	0	0	42	2	0	0	0	0	5	0	0	1	0	0	0	0	0	0
2913	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	7	0	17	0	0	0	0	63	20	0	0	0	0	1	0	0	0	0	0	0	0	0	0
2914	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	10	0	12	1	0	0	0	51	2	0	0	0	0	1	0	0	0	0	0	3	0	1	0
2915	0	0	0	0	0	0	0	1	2	0	0	2	0	0	1	0	7	0	8	0	0	0	0	64	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0
2916	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	6	0	7	3	0	1	0	17	0	0	0	0	0	4	0	0	0	0	0	0	0	7	0
2917	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	6	0	13	0	0	0	0	60	1	0	0	0	0	4	0	0	0	0	0	0	0	6	0
2997	0	6	0	0	5	0	0	0	0	0	0	0	0	0	0	0	11	0	79	0	0	0	0	0	0	0	0	0	0	4	0	0	4	0	0	1	0	0	0
2998	0	8	0	0	0	0	0	0	0	0	1	2	0	0	0	0	8	0	6	0	0	0	0	0	0	0	0	0	0	7	0	0	1	0	4	2	0	0	0
2999	0	5	0	0	0	0	0	0	1	0	0	0	0	0	0	0	3	0	7	0	0	0	0	1	0	0	0	0	0	4	0	0	2	0	1	3	0	0	0
3000	0	7	0	0	0	0	0	0	0	0	0	1	0	0	0	0	8	0	6	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0
3001	0	3	0	0	2	0	0	0	0	0	0	2	0	0	0	0	17	0	4	0	0	0	0	0	0	0	0	0	0	8	0	0	1	0	5	6	0	0	0
3002	0	0	0	0	1	0	0	0	2	0	0	1	0	0	0	0	13	0	5	0	0	0	0	0	0	0	0	0	0	9	0	0	1	0	3	7	0	0	0
3003	0	1	0	0	1	0	0	0	4	1	0	1	0	0	0	0	13	0	30	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	3	2	0	0	0
3004	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	2	0	24	0	0	1	0	33	0	0	0	0	0	6	0	0	1	0	2	2	1	1	0
3005	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	4	0	25	0	0	1	0	42	0	0	0	0	0	4	0	0	4	0	2	0	0	2	0
3006	0	1	0	0	0	0	0	0	1	1	0	1	0	0	0	0	9	0	41	1	0	0	0	1	0	0	0	0	0	1	0	0	2	0	1	3	2	2	0
3007	0	0	0	0	0	0	0	0	2	1	0	2	0	0	0	0	7	0	101	1	0	0	0	4	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0
3008	0	0	1	0	0	0	0	0	0	0	0	5	0	0	0	0	20	0	57	0	0	0	0	17	2	0	0	0	0	1	0	0	1	0	1	0	0	0	0
3009	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	19	0	42	1	0	0	0	51	2	0	0	0	0	0	0	0	1	0	1	9	0	1	0
3010	0	0	0	2	0	0	0	0	0	1	0	2	0	0	0	0	11	0	40	3	0	0	0	109	3	0	0	0	0	1	0	0	1	0	1	3	0	1	0
3011	0	0	0	4	0	18	0	0	0	0	0	3	1	0	0	0	6	0	18	0	0	0	0	149	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0
3012	0	0	0	12	0	5	0	0	1	0	0	1	0	0	1	0	6	3	23	0	0	0	0	51	1	0	0	0	0	2	0	0	0	0	2	0	0	2	0
3013	0	0	0	0	1	0	0	0	1	0	0	2	1	0	0	0	5	0	12	0	0	0	0	55	1	0	0	0	0	0	0	0	1	0	2	0	0	3	0
3014	0	0	0	0	0	0	0	0	1	0	0	0	1	0	4	0	1	2	3	6	0	0	0	25	0	0	0	0	0	1	0	0	0	0	0	0	0	10	0
3015	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	7	0	14	1	0	0	0	6	0	0	0	0	0	2	0	0	0	0	0	2	0	4	0
3016	0	0	0	0	1	0	0	0	1	1	0	0	1	0	0	0	10	0	19	2	0	0	0	3	0	0	0	0	0	5	0	0	0	0	0	0	0	10	0
3017	0	0	0	0	1	6	0	0	0	0	0	0	0	0	1	0	7	0	33	0	0	0	0	5	1	0	0	0	0	5	0	0	0	0	0	0	1	5	0
3097	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	4	0	67	3	0	0	0	26	1	0	0	0	0	7	0	0	1	0	0	1	0	0	0
3098	0	4	0	0	0	0	0	0	1	0	0	2	0	0	0	0	4	0	34	0	0	0	0	0	1	0	0	0	0	5	0	0	1	0	0	10	0	0	0
3099	0	3	0	0	0	0	0	1	0	0	0	0	0	0	0	0	5	0	67	1	0	1	0	4	0	0	0	0	0	4	0	0	1	0	0	2	0	2	0
3100	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	5	0	81	0	0	0	0	26	0	0	0	0	0	0	0	0	2	0	0	0	0	4	0
3101	0	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	5	0	8	0	0	1	0	8	0	0	0	0	0	6	0	0	2	0	2	2	0	2	0
3102	0	1	0	0	0	3	0	0	0	0	0	1	0	0	0	0	4	0	17	2	0	0	0	0	0	0	0	0	0	9	0	0	2	0	2	3	0	3	0
3103	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0	34	0	0	1	0	11	0	0	0	0	0	6	0	0	1	0	4	1	0	2	0
3104	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	38	2	0	1	0	64	0	0	0	0	0	8	0	0	0	0	3	0	0	2	0
3105	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	56	0	0	0	0	39	0	0	0	0	0	8	0	0	0	0	1	0	0	2	0
3106	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	12	0	59	1	0	0	0	7	1	0	0	0	0	3	0	0	0	0	1	0	0	1	0
3107	0	0	0	0	0	5	0	0	0	1	0	3	0	0	0	0	6	0	59	3	0	1	0	30	1	0	0	0	0	2	0	0	0	0	1	1	0	2	0
3108	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	28	0	31	1	0	0	0	87	0	0	0	0	0	2	0	0	1	0	1	0	0	0	0
3109	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	15	0	45	1	0	0	0	168	1	0	0	0	0	2	0	0	0	0	0	6	0	2	0
3110	0	0	1	0	0	19	0	0	0	0	0	3	0	0	0	0	7	0	32	2	0	0	0	175	5	0	0	0	0	2	0	0	0	0	0	0	0	1	0
3111	0	0	0	2	0	61	0	0	0	0	0	1	0	0	1	0	6	1	2	1	0	0	0	105	1	0	0	0	0	0	0	0	0	0	0	4	0	1	0
3112	0	0	0	9	0	0	0	0	2	0	0	0	0	0	2	0	2	1	16	1	0	0	0	76	2	0	0	0	0	4	0	0	0	0	0	0	0	8	0
3113	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	9	0	19	1	0	0	0	19	0	0	0	0	0	5	0	0	0	0	0	3	1	0	0
3114	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	4	0	20	1	0	0	0	1	0	0	0	0	0	3	0	0	1	0	1	6	0	6	0
3115	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	4	0	29	3	0	0	0	0	0	0	0	0	0	7	0	0	1	0	0	1	0	0	0
3116	0	0	0	0	2	0	0	0	0	1	0	0	0	0	1	0	17	0	29	1	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	2	0
3117	0	1	0	0	4	1	0	0	0	0	0	0	0	0	0	0	23	0	37	0	0	0	0	1	1	0	0	0	0	8	0	0	0	0	0	0	0	0	0
3197	0	0	0	1	0	2	0	0	0	0	0	2	0	0	2	0	2	0	15	0	0	0	0	63	3	0	0	0	0	1	0	0	0	0	0	4	0	2	0
3198	0	2	0	1	0	0	0	1	3	0	0	3	1	0	0	0	6	0	14	3	0	0	0	8	1	0	0	0	0	3	0	0	0	0	2	2	0	1	0
3199	0	0	0	0	0	0	0	1	1	1	0	3	1	0	0	0	5	0	29	1	0	0	0	15	0	0	0	0	0	5	0	0	1	0	2	2	0	1	0
3200	0	1	0	0	0	0	0	0	0	1	0	1	0	0	1	0	9	0	15	2	0	1	0	12	0	0	0	0	0	4	0	0	4	0	1	3	0	4	0
3201	0	3	0	0	0	0	0	0	0	0	0	2	0	0	0	0	10	0	8	0	0	0	0	1	0	0	0	0	0	5	0	0	3	0	2	3	0	5	0
3202	0	0	0	0	1	0	0	0	0	1	0	3	0	0	0	0	4	0	16	1	0	1	0	7	0	0	0	0	0	3	0	0	2	0	4	3	0	1	0
3203	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	4	0	10	0	0	0	0	3	0	0	0	0	0	5	0	0	1	0	6	0	0	1	0
3204	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	6	0	13	0	0	0	0	14	0	0	0	0	0	9	0	0	3	0	0	0	0	1	0
3205	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	19	0	28	0	0	1	0	37	0	0	0	0	0	4	0	0	0	0	4	0	0	0	0
3206	0	0	0	0	0	4	0	0	0	1	0	2	0	0	0	0	13	0	24	1	0	0	0	60	0	0	0	0	0	2	0	0	0	0	1	2	0	1	0
3207	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	10	0	32	1	0	0	0	65	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
3208	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	10	0	33	0	0	0	0	218	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0
3209	0	0	0	1	0	0	0	1	0	2	0	0	2	0	1	0	2	0	2	5	0	1	0	166	0	0	0	0	0	3	0	0	0	0	0	2	0	3	0
3210	0	0	0	1	0	2	0	0	0	0	0	1	1	0	1	0	6	0	0	1	0	0	0	166	0	0	0	0	0	1	0	0	0	0	1	0	0	9	0
3211	0	0	0	4	0	0	0	0	0	2	0	0	1	0	0	3	3	0	1	1	0	1	0	145	0	0	0	0	0	0	0	0	0	0	0	2	0	13	0
3212	0	0	1	18	0	0	1	0	1	1	0	3	1	0	0	0	6	0	8	1	0	0	0	116	0	0	0	0	0	0	0	0	0	0	0	5	0	5	0
3213	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	6	0	28	0	0	0	0	0	1	0	0	0	0	7	0	0	0	0	1	0	0	9	0
3214	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	9	0	17	1	0	0	0	0	0	0	0	0	0	12	0	0	0	0	1	0	0	1	0
3215	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	19	0	7	0	0	0	0	0	0	0	0	0	0	10	0	0	1	0	0	0	0	0	0
3216	0	1	0	0	12	0	0	0	0	0	0	0	0	0	0	0	29	0	1	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0
3217	0	7	0	0	23	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	1	0	0	0	9	0	0	0	0	1	0	0	0	0
3297	0	0	4	0	0	17	0	2	0	1	0	5	0	0	0	0	3	0	4	4	0	0	0	60	1	0	0	0	0	2	0	0	0	0	0	1	0	3	0
3298	1	0	0	0	1	0	0	0	1	0	0	3	0	0	0	0	3	3	13	2	0	0	0	88	0	0	0	0	0	1	0	1	0	0	0	1	1	2	0
3299	0	0	0	0	0	0	0	2	0	1	0	1	1	0	0	0	2	0	13	3	0	0	0	25	0	0	0	0	0	4	0	0	0	0	2	1	0	5	0
3300	0	0	0	0	0	0	0	0	0	0	0	3	0	0	1	0	5	0	6	0	0	0	0	7	0	0	0	0	0	4	0	0	0	0	1	4	0	4	0
3301	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	5	0	9	0	0	0	0	7	0	0	0	0	0	4	0	0	0	0	4	2	0	3	0
3302	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	3	0	4	2	0	0	0	1	0	0	0	0	0	2	0	0	1	0	2	10	0	5	0
3303	0	0	0	0	0	0	0	0	3	1	0	0	0	0	0	0	7	0	6	1	0	0	0	24	0	0	0	0	0	4	0	0	0	0	1	2	0	4	0
3304	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	13	0	21	0	0	0	0	52	0	0	0	0	0	1	0	0	1	0	2	9	0	5	0
3305	0	0	3	0	0	2	0	0	1	1	0	0	1	0	0	0	5	0	13	0	0	0	0	64	3	0	0	0	1	2	0	0	0	0	1	0	0	2	0
3306	0	0	2	0	0	0	0	0	0	0	0	4	0	0	0	0	5	0	1	1	0	1	0	95	0	0	0	0	0	1	0	0	0	0	0	0	0	8	0
3307	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	11	0	0	0	0	71	0	0	0	0	0	4	0	0	0	0	0	0	0	1	0
3308	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	2	2	2	2	0	0	0	93	0	0	0	0	0	4	0	0	0	0	0	0	0	7	0
3309	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	97	0	0	0	0	0	2	0	0	0	0	0	0	0	8	0
3310	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	4	0	7	0	0	0	0	47	0	0	0	0	0	3	0	0	0	0	1	0	0	16	1
3311	0	0	0	0	0	1	0	0	0	0	0	2	0	0	1	0	6	3	14	2	0	0	0	43	0	0	0	0	0	1	0	0	0	0	0	0	0	16	0
3312	0	0	0	0	1	0	0	0	2	2	0	0	0	0	0	1	18	0	14	4	0	0	0	11	1	0	0	0	0	6	0	0	1	0	0	17	0	5	0
