"site","mean_dis","type","obs","mean_exp","sd_exp","beta_dev"
"WFDP",0.552218861374991,"meta","obs",0.876816193849106,0.019664514164088,-16.5067557614469
"WFDP",1.19531143504876,"meta","obs",0.876816193849106,0.019664514164088,16.1964459707477
"WFDP",0.842665534558605,"meta","obs",0.876816193849106,0.019664514164088,-1.73666427787306
"WFDP",0.644747503674804,"meta","obs",0.876816193849106,0.019664514164088,-11.8013945443978
"WFDP",1.3054287647129,"meta","obs",0.876816193849106,0.019664514164088,21.7962451188619
"WFDP",0.85739855230462,"meta","obs",0.876816193849106,0.019664514164088,-0.987445780885179
"WFDP",0.809959776968563,"meta","obs",0.876816193849106,0.019664514164088,-3.39985093568383
"WFDP",0.730052915834287,"meta","obs",0.876816193849106,0.019664514164088,-7.46335641908929
"WFDP",0.572667663073782,"meta","obs",0.876816193849106,0.019664514164088,-15.4668723690499
"WFDP",1.53853206796173,"meta","obs",0.876816193849106,0.019664514164088,33.6502528662047
"WFDP",1.35826485001793,"meta","obs",0.876816193849106,0.019664514164088,24.4831198041018
"WFDP",1.06082679945785,"meta","obs",0.876816193849106,0.019664514164088,9.35749564282603
"WFDP",0.864744613378779,"meta","obs",0.876816193849106,0.019664514164088,-0.613876364785669
"WFDP",0.324944970565023,"meta","obs",0.876816193849106,0.019664514164088,-28.0643202613125
"WFDP",0.195880990967496,"meta","obs",0.876816193849106,0.019664514164088,-34.6276138428661
"WFDP",0.821515157463018,"meta","obs",0.876816193849106,0.019664514164088,-2.81222490037818
"WFDP",1.34406452517365,"meta","obs",0.876816193849106,0.019664514164088,23.7609903517397
"WFDP",0.635360109135581,"meta","obs",0.876816193849106,0.019664514164088,-12.2787719390739
"WFDP",0.865405119195346,"meta","obs",0.876816193849106,0.019664514164088,-0.580287647004209
"WFDP",0.931876251811257,"meta","obs",0.876816193849106,0.019664514164088,2.79997041893381
"WFDP",0.441938804773603,"meta","obs",0.876816193849106,0.019664514164088,-22.1148300663176
"WFDP",0.493429873291356,"meta","obs",0.876816193849106,0.019664514164088,-19.4963535513073
"WFDP",0.489721185467426,"meta","obs",0.876816193849106,0.019664514164088,-19.6849515402016
"WFDP",0.346253379527018,"meta","obs",0.876816193849106,0.019664514164088,-26.9807232405985
"WFDP",0.240111461110091,"meta","obs",0.876816193849106,0.019664514164088,-32.3783607073185
"WFDP",0.411467911551712,"meta","obs",0.876816193849106,0.019664514164088,-23.6643671139981
"WFDP",0.0887283570912629,"meta","obs",0.876816193849106,0.019664514164088,-40.0766492465436
"WFDP",0.377087057757714,"meta","obs",0.876816193849106,0.019664514164088,-25.4127374783565
"WFDP",0.35981547567215,"meta","obs",0.876816193849106,0.019664514164088,-26.2910496472432
"WFDP",0.217490046449875,"meta","obs",0.876816193849106,0.019664514164088,-33.5287280375995
"WFDP",0.955412403327074,"meta","obs",0.876816193849106,0.019664514164088,3.99685488398709
"WFDP",0.159232093052573,"meta","obs",0.876816193849106,0.019664514164088,-36.4913211081008
"WFDP",0.310154181412386,"meta","obs",0.876816193849106,0.019664514164088,-28.8164766089964
"WFDP",0.330608710618714,"meta","obs",0.876816193849106,0.019664514164088,-27.7763019555242
"WFDP",0.353460267210243,"meta","obs",0.876816193849106,0.019664514164088,-26.6142312122123
"WFDP",0.370193232526993,"meta","obs",0.876816193849106,0.019664514164088,-25.7633093345029
"WFDP",0.555474021607907,"meta","obs",0.876816193849106,0.019664514164088,-16.3412210217756
"WFDP",0.642467919372401,"meta","obs",0.876816193849106,0.019664514164088,-11.9173182983935
"WFDP",1.11349262079244,"meta","obs",0.876816193849106,0.019664514164088,12.0357118903838
"WFDP",1.48373498337163,"meta","obs",0.876816193849106,0.019664514164088,30.8636554383276
"WFDP",0.130274005359227,"meta","obs",0.876816193849106,0.019664514164088,-37.9639274207567
"WFDP",0.805917713435786,"meta","obs",0.876816193849106,0.019664514164088,-3.60540208731913
"WFDP",0.855459148212665,"meta","obs",0.876816193849106,0.019664514164088,-1.08607034266036
"WFDP",1.02759467694359,"meta","obs",0.876816193849106,0.019664514164088,7.66754173717859
"WFDP",0.920374302718246,"meta","obs",0.876816193849106,0.019664514164088,2.21506153193898
"WFDP",0.625073229839614,"meta","obs",0.876816193849106,0.019664514164088,-12.8018908531813
"WFDP",0.218419013992523,"meta","obs",0.876816193849106,0.019664514164088,-33.4814872293651
"WFDP",0.540771907872078,"meta","obs",0.876816193849106,0.019664514164088,-17.0888679564087
"WFDP",1.13325790581416,"meta","obs",0.876816193849106,0.019664514164088,13.0408363931704
"WFDP",1.84663307064047,"meta","obs",0.876816193849106,0.019664514164088,49.3181203816607
"WFDP",0.824172180044552,"meta","obs",0.876816193849106,0.019664514164088,-2.67710726872133
"WFDP",0.320306396195525,"meta","obs",0.876816193849106,0.019664514164088,-28.3002057925183
"WFDP",0.578700940058319,"meta","obs",0.876816193849106,0.019664514164088,-15.1600619930501
"WFDP",0.728017897665569,"meta","obs",0.876816193849106,0.019664514164088,-7.56684324575265
"WFDP",0.124996555970025,"meta","obs",0.876816193849106,0.019664514164088,-38.2323016783236
"WFDP",0.616500409433039,"meta","obs",0.876816193849106,0.019664514164088,-13.2378446903847
"WFDP",0.0825859496290613,"meta","obs",0.876816193849106,0.019664514164088,-40.3890092372836
"WFDP",0.330278439477557,"meta","obs",0.876816193849106,0.019664514164088,-27.7930972416117
"WFDP",0.247037416735277,"meta","obs",0.876816193849106,0.019664514164088,-32.0261549234688
"WFDP",0.688484807498499,"meta","obs",0.876816193849106,0.019664514164088,-9.57722040723201
"WFDP",0.980243926018178,"meta","obs",0.876816193849106,0.019664514164088,5.25961288979901
"WFDP",0.904807043559966,"meta","obs",0.876816193849106,0.019664514164088,1.42341933684679
"WFDP",0.283875543308296,"meta","obs",0.876816193849106,0.019664514164088,-30.1528248088457
"WFDP",0.28306897489337,"meta","obs",0.876816193849106,0.019664514164088,-30.1938412513672
"WFDP",0.312648399467063,"meta","obs",0.876816193849106,0.019664514164088,-28.6896380797622
"WFDP",0.614028138210583,"meta","obs",0.876816193849106,0.019664514164088,-13.3635671568451
"WFDP",0.701728907423377,"meta","obs",0.876816193849106,0.019664514164088,-8.90371788312364
"WFDP",0.750843580250933,"meta","obs",0.876816193849106,0.019664514164088,-6.40608827388311
"WFDP",0.699494630805829,"meta","obs",0.876816193849106,0.019664514164088,-9.01733760435878
"WFDP",0.535369521861121,"meta","obs",0.876816193849106,0.019664514164088,-17.363595618932
"WFDP",0.5276366144213,"meta","obs",0.876816193849106,0.019664514164088,-17.7568373423376
"WFDP",0.911239045843779,"meta","obs",0.876816193849106,0.019664514164088,1.75050609984241
"WFDP",0.294061909602718,"meta","obs",0.876816193849106,0.019664514164088,-29.6348172847633
"WFDP",1.258364301921,"meta","obs",0.876816193849106,0.019664514164088,19.4028748886505
"WFDP",0.193224728245273,"meta","obs",0.876816193849106,0.019664514164088,-34.7626928333795
"WFDP",0.814093535868719,"meta","obs",0.876816193849106,0.019664514164088,-3.18963679738057
"WFDP",0.583743743105453,"meta","obs",0.876816193849106,0.019664514164088,-14.9036202114198
"WFDP",0.124127904305741,"meta","obs",0.876816193849106,0.019664514164088,-38.2764752417809
"WFDP",0.160664216741427,"meta","obs",0.876816193849106,0.019664514164088,-36.4184932885624
"WFDP",0.271033854047616,"meta","obs",0.876816193849106,0.019664514164088,-30.8058635340094
"WFDP",0.837903583434393,"meta","obs",0.876816193849106,0.019664514164088,-1.97882389007993
"WFDP",0.386550913103586,"meta","obs",0.876816193849106,0.019664514164088,-24.9314718204866
"WFDP",1.09424379519685,"meta","obs",0.876816193849106,0.019664514164088,11.0568509109072
"WFDP",0.805400007260364,"meta","obs",0.876816193849106,0.019664514164088,-3.63172901160021
"WFDP",1.03416786049368,"meta","obs",0.876816193849106,0.019664514164088,8.00180799441947
"WFDP",1.27709610349858,"meta","obs",0.876816193849106,0.019664514164088,20.3554436336128
"WFDP",0.837398615546058,"meta","obs",0.876816193849106,0.019664514164088,-2.00450303394901
"WFDP",0.321332818932225,"meta","obs",0.876816193849106,0.019664514164088,-28.248009093015
"WFDP",1.04816239395407,"meta","obs",0.876816193849106,0.019664514164088,8.71347233270999
"WFDP",1.11384855559621,"meta","obs",0.876816193849106,0.019664514164088,12.053812251308
"WFDP",0.277272849231215,"meta","obs",0.876816193849106,0.019664514164088,-30.4885917656078
"WFDP",0.38964170996168,"meta","obs",0.876816193849106,0.019664514164088,-24.7742954553701
"WFDP",0.377727204064701,"meta","obs",0.876816193849106,0.019664514164088,-25.3801841031932
"WFDP",0.870922169801205,"meta","obs",0.876816193849106,0.019664514164088,-0.299728943146965
"WFDP",0.713629483671525,"meta","obs",0.876816193849106,0.019664514164088,-8.29853760005918
"WFDP",0.988521392614245,"meta","obs",0.876816193849106,0.019664514164088,5.68054709274939
"WFDP",0.85678765489932,"meta","obs",0.876816193849106,0.019664514164088,-1.01851176096496
"WFDP",0.410943131528662,"meta","obs",0.876816193849106,0.019664514164088,-23.6910537648185
"WFDP",0.40835110421892,"meta","obs",0.876816193849106,0.019664514164088,-23.8228661903945
"WFDP",0.158390645303138,"meta","obs",0.876816193849106,0.019664514164088,-36.5341112702383
"WFDP",1.0722799108066,"meta","obs",0.876816193849106,0.019664514164088,9.93992098286652
"WFDP",0.341616830749103,"meta","obs",0.876816193849106,0.019664514164088,-27.2165057643479
"WFDP",0.469235673418638,"meta","obs",0.876816193849106,0.019664514164088,-20.726701764888
"WFDP",0.199203822432668,"meta","obs",0.876816193849106,0.019664514164088,-34.4586378164336
"WFDP",0.215010649779184,"meta","obs",0.876816193849106,0.019664514164088,-33.6548128546462
"WFDP",0.711585753226338,"meta","obs",0.876816193849106,0.019664514164088,-8.40246747232215
"WFDP",0.217777232555081,"meta","obs",0.876816193849106,0.019664514164088,-33.5141237558558
"WFDP",0.206295128734313,"meta","obs",0.876816193849106,0.019664514164088,-34.0980234507558
"WFDP",0.217208941783153,"meta","obs",0.876816193849106,0.019664514164088,-33.5430230598094
"WFDP",0.711264791755965,"meta","obs",0.876816193849106,0.019664514164088,-8.41878933350289
"WFDP",0.178124613645976,"meta","obs",0.876816193849106,0.019664514164088,-35.5305793152573
"WFDP",0.645406684694204,"meta","obs",0.876816193849106,0.019664514164088,-11.7678731965578
"WFDP",0.231216054552071,"meta","obs",0.876816193849106,0.019664514164088,-32.8307190256473
"WFDP",0.543653825889534,"meta","obs",0.876816193849106,0.019664514164088,-16.9423137118741
"WFDP",0.0510295912525245,"meta","obs",0.876816193849106,0.019664514164088,-41.9937454699318
"WFDP",0.315339641941542,"meta","obs",0.876816193849106,0.019664514164088,-28.5527802630868
"WFDP",0.771848239900478,"meta","obs",0.876816193849106,0.019664514164088,-5.33793782407925
"WFDP",0.636072882676952,"meta","obs",0.876816193849106,0.019664514164088,-12.2425252494571
"WFDP",0.498979531294945,"meta","obs",0.876816193849106,0.019664514164088,-19.2141366626885
"WFDP",0.456964081084487,"meta","obs",0.876816193849106,0.019664514164088,-21.3507493376758
"WFDP",1.22863343195427,"meta","obs",0.876816193849106,0.019664514164088,17.8909702609213
"WFDP",0.838761539081001,"meta","obs",0.876816193849106,0.019664514164088,-1.93519425146039
"WFDP",0.788100752920818,"meta","obs",0.876816193849106,0.019664514164088,-4.51144839826771
"WFDP",1.10976314104171,"meta","obs",0.876816193849106,0.019664514164088,11.8460565691483
"WFDP",1.42748125308338,"meta","obs",0.876816193849106,0.019664514164088,28.0029831725981
"WFDP",1.18514850068466,"meta","obs",0.876816193849106,0.019664514164088,15.6796300311676
"WFDP",0.61269494204737,"meta","obs",0.876816193849106,0.019664514164088,-13.4313642126019
"WFDP",0.952166380070956,"meta","obs",0.876816193849106,0.019664514164088,3.83178478721114
"WFDP",1.70443363003429,"meta","obs",0.876816193849106,0.019664514164088,42.0868488933536
"WFDP",0.434028847196317,"meta","obs",0.876816193849106,0.019664514164088,-22.5170753245164
"WFDP",0.582778652118654,"meta","obs",0.876816193849106,0.019664514164088,-14.9526980060068
"WFDP",0.800673128228642,"meta","obs",0.876816193849106,0.019664514164088,-3.87210510186509
"WFDP",0.656510237193752,"meta","obs",0.876816193849106,0.019664514164088,-11.2032239808743
"WFDP",1.13305595738901,"meta","obs",0.876816193849106,0.019664514164088,13.0305667051698
"WFDP",0.412111764037635,"meta","obs",0.876816193849106,0.019664514164088,-23.6316252684304
"WFDP",0.342646944931016,"meta","obs",0.876816193849106,0.019664514164088,-27.1641213436947
"WFDP",0.922529600533094,"meta","obs",0.876816193849106,0.019664514164088,2.32466494226802
"WFDP",0.701891865111286,"meta","obs",0.876816193849106,0.019664514164088,-8.89543099199838
"WFDP",0.96054627434802,"meta","obs",0.876816193849106,0.019664514164088,4.25792774742562
"WFDP",0.420937122609772,"meta","obs",0.876816193849106,0.019664514164088,-23.1828291019707
"WFDP",0.729176632214691,"meta","obs",0.876816193849106,0.019664514164088,-7.50791809054906
"WFDP",0.420189581990792,"meta","obs",0.876816193849106,0.019664514164088,-23.2208438026005
"WFDP",0.869735218286386,"meta","obs",0.876816193849106,0.019664514164088,-0.360089016368942
"WFDP",0.662725770387487,"meta","obs",0.876816193849106,0.019664514164088,-10.8871453255935
"WFDP",0.439720691131374,"meta","obs",0.876816193849106,0.019664514164088,-22.2276278513898
"WFDP",0.575858821277471,"meta","obs",0.876816193849106,0.019664514164088,-15.304592326072
"WFDP",0.0892336110348077,"meta","obs",0.876816193849106,0.019664514164088,-40.0509555559022
"WFDP",0.514500040011175,"meta","obs",0.876816193849106,0.019664514164088,-18.4248718689224
"WFDP",0.54215402762444,"meta","obs",0.876816193849106,0.019664514164088,-17.0185829882254
"WFDP",0.359662491722049,"meta","obs",0.876816193849106,0.019664514164088,-26.2988293436458
"WFDP",0.351208447842865,"meta","obs",0.876816193849106,0.019664514164088,-26.728743035316
"WFDP",0.161257013448513,"meta","obs",0.876816193849106,0.019664514164088,-36.3883477837134
"WFDP",0.401752377795903,"meta","obs",0.876816193849106,0.019664514164088,-24.1584313799514
"WFDP",1.18386370150478,"meta","obs",0.876816193849106,0.019664514164088,15.6142941083393
"WFDP",0.199277703629937,"meta","obs",0.876816193849106,0.019664514164088,-34.4548807341761
"WFDP",0.322074041646506,"meta","obs",0.876816193849106,0.019664514164088,-28.210315676941
"WFDP",0.410275874620396,"meta","obs",0.876816193849106,0.019664514164088,-23.7249857960244
"WFDP",1.15526259732939,"meta","obs",0.876816193849106,0.019664514164088,14.1598414868948
"WFDP",0.608426338616026,"meta","obs",0.876816193849106,0.019664514164088,-13.6484356030124
"WFDP",0.719671435307898,"meta","obs",0.876816193849106,0.019664514164088,-7.99128609178612
"WFDP",1.18429094915488,"meta","obs",0.876816193849106,0.019664514164088,15.6360209431106
"WFDP",0.554902470131075,"meta","obs",0.876816193849106,0.019664514164088,-16.3702861424321
"WFDP",0.485468049058739,"meta","obs",0.876816193849106,0.019664514164088,-19.901236385746
"WFDP",1.06507571264928,"meta","obs",0.876816193849106,0.019664514164088,9.5735657250043
"WFDP",0.307584497629124,"meta","obs",0.876816193849106,0.019664514164088,-28.9471527986962
"WFDP",0.139441580917883,"meta","obs",0.876816193849106,0.019664514164088,-37.497728485855
"WFDP",0.925403692451545,"meta","obs",0.876816193849106,0.019664514164088,2.47082120600627
"WFDP",0.777663973661841,"meta","obs",0.876816193849106,0.019664514164088,-5.04219017870981
"WFDP",0.275765364579664,"meta","obs",0.876816193849106,0.019664514164088,-30.5652519179498
"WFDP",0.293553539207442,"meta","obs",0.876816193849106,0.019664514164088,-29.6606694563976
"WFDP",0.615112653193686,"meta","obs",0.876816193849106,0.019664514164088,-13.3084162909731
"WFDP",0.613415216636976,"meta","obs",0.876816193849106,0.019664514164088,-13.3947360720033
"WFDP",0.60292325287408,"meta","obs",0.876816193849106,0.019664514164088,-13.9282841513175
"WFDP",0.592966038456699,"meta","obs",0.876816193849106,0.019664514164088,-14.4346386096222
"WFDP",0.686103117449046,"meta","obs",0.876816193849106,0.019664514164088,-9.69833654717726
"WFDP",1.14226486300254,"meta","obs",0.876816193849106,0.019664514164088,13.4988673983213
"WFDP",0.609450896037702,"meta","obs",0.876816193849106,0.019664514164088,-13.5963337604178
"WFDP",0.30463798787158,"meta","obs",0.876816193849106,0.019664514164088,-29.0969917285044
"WFDP",0.428682948395745,"meta","obs",0.876816193849106,0.019664514164088,-22.7889304416051
"WFDP",0.676947293606524,"meta","obs",0.876816193849106,0.019664514164088,-10.1639378717827
"WFDP",0.706128687361484,"meta","obs",0.876816193849106,0.019664514164088,-8.67997577073817
"WFDP",0.349758272054968,"meta","obs",0.876816193849106,0.019664514164088,-26.8024888586705
"WFDP",0.438110873138223,"meta","obs",0.876816193849106,0.019664514164088,-22.3094919635523
"WFDP",0.438953627184951,"meta","obs",0.876816193849106,0.019664514164088,-22.266635372248
"WFDP",0.335898857894151,"meta","obs",0.876816193849106,0.019664514164088,-27.5072819720507
"WFDP",0.808557528843793,"meta","obs",0.876816193849106,0.019664514164088,-3.47115949246124
"WFDP",0.185365790652227,"meta","obs",0.876816193849106,0.019664514164088,-35.1623435711231
