"sp","trait","values","code","type"
"Prunus_serotina","BarkThickness",-0.373138630424788,NA,"morph"
"Prunus_serotina","LeafSize",-0.232960711056505,NA,"morph"
"Prunus_serotina","LWC",0.326187832325174,NA,"morph"
"Prunus_serotina","SeedMassKEW",-0.0279989766379524,NA,"morph"
"Prunus_serotina","SLA",0.381369497832457,NA,"morph"
"Prunus_serotina","WoodDensity",0.0432718934310403,NA,"morph"
"Pseudotsuga_menziesii","BarkThickness",1.96248858284824,NA,"morph"
"Pseudotsuga_menziesii","LeafSize",-3.43297936635998,NA,"morph"
"Pseudotsuga_menziesii","LWC",-1.07878916164418,NA,"morph"
"Pseudotsuga_menziesii","SeedMassKEW",0.00316710818089188,NA,"morph"
"Pseudotsuga_menziesii","SLA",-2.26512253062334,NA,"morph"
"Pseudotsuga_menziesii","WoodDensity",-1.16805084198046,NA,"morph"
"Quercus_alba","BarkThickness",0.20042696161159,NA,"morph"
"Quercus_alba","LeafSize",0.739093840635339,NA,"morph"
"Quercus_alba","LWC",-0.908085930289017,NA,"morph"
"Quercus_alba","SeedMassKEW",1.18118372666121,NA,"morph"
"Quercus_alba","SLA",-0.413152799845217,NA,"morph"
"Quercus_alba","WoodDensity",0.60176590545218,NA,"morph"
"Quercus_coccinea","BarkThickness",-0.0878327960364942,NA,"morph"
"Quercus_coccinea","LeafSize",0.462813175858017,NA,"morph"
"Quercus_coccinea","LWC",-0.86511618425752,NA,"morph"
"Quercus_coccinea","SeedMassKEW",1.81118482682212,NA,"morph"
"Quercus_coccinea","SLA",-0.250728773752727,NA,"morph"
"Quercus_coccinea","WoodDensity",-0.395560668310569,NA,"morph"
"Quercus_falcata","BarkThickness",0.663707249502598,NA,"morph"
"Quercus_falcata","LeafSize",0.60526077987631,NA,"morph"
"Quercus_falcata","LWC",-1.14681987963234,NA,"morph"
"Quercus_falcata","SeedMassKEW",1.49653218117818,NA,"morph"
"Quercus_falcata","SLA",-0.570245905044964,NA,"morph"
"Quercus_falcata","WoodDensity",-0.732315491222882,NA,"morph"
"Quercus_marilandica","BarkThickness",-0.953556639572537,NA,"morph"
"Quercus_marilandica","LeafSize",0.638817456227618,NA,"morph"
"Quercus_marilandica","LWC",-0.923862784913539,NA,"morph"
"Quercus_marilandica","SeedMassKEW",0.330276450104924,NA,"morph"
"Quercus_marilandica","SLA",-1.1331952008256,NA,"morph"
"Quercus_marilandica","WoodDensity",1.81301473014702,NA,"morph"
"Quercus_michauxii","BarkThickness",1.27939735186569,NA,"morph"
"Quercus_michauxii","LeafSize",0.790497603822972,NA,"morph"
"Quercus_michauxii","LWC",-1.05637970704921,NA,"morph"
"Quercus_michauxii","SeedMassKEW",2.15515983947131,NA,"morph"
"Quercus_michauxii","SLA",-0.505005604577016,NA,"morph"
"Quercus_michauxii","WoodDensity",-1.02946824823487,NA,"morph"
"Quercus_muehlenbergii","BarkThickness",-0.553696824822844,NA,"morph"
"Quercus_muehlenbergii","LeafSize",0.493696183006546,NA,"morph"
"Quercus_muehlenbergii","LWC",-1.00475974319401,NA,"morph"
"Quercus_muehlenbergii","SeedMassKEW",0.0908042893764433,NA,"morph"
"Quercus_muehlenbergii","SLA",-0.0896764545810946,NA,"morph"
"Quercus_muehlenbergii","WoodDensity",1.0545922295489,NA,"morph"
"Quercus_palustris","BarkThickness",0.661262648982712,NA,"morph"
"Quercus_palustris","LeafSize",0.295211711401613,NA,"morph"
"Quercus_palustris","LWC",-0.623388368443212,NA,"morph"
"Quercus_palustris","SeedMassKEW",1.61687094389559,NA,"morph"
"Quercus_palustris","SLA",0.113146080618055,NA,"morph"
"Quercus_palustris","WoodDensity",-0.568388560777298,NA,"morph"
"Quercus_phellos","BarkThickness",NA,NA,"morph"
"Quercus_phellos","LeafSize",NA,NA,"morph"
"Quercus_phellos","LWC",NA,NA,"morph"
"Quercus_phellos","SeedMassKEW",NA,NA,"morph"
"Quercus_phellos","SLA",NA,NA,"morph"
"Quercus_phellos","WoodDensity",NA,NA,"morph"
"Quercus_prinus","BarkThickness",0.763935870817512,NA,"morph"
"Quercus_prinus","LeafSize",0.908945441208705,NA,"morph"
"Quercus_prinus","LWC",-0.872242821058341,NA,"morph"
"Quercus_prinus","SeedMassKEW",NA,NA,"morph"
"Quercus_prinus","SLA",0.532057542954526,NA,"morph"
"Quercus_prinus","WoodDensity",-0.860286617790244,NA,"morph"
"Quercus_rubra","BarkThickness",-0.311624533599149,NA,"morph"
"Quercus_rubra","LeafSize",0.951526915906266,NA,"morph"
"Quercus_rubra","LWC",-0.981105495364642,NA,"morph"
"Quercus_rubra","SeedMassKEW",1.19726876756934,NA,"morph"
"Quercus_rubra","SLA",-0.648162141729983,NA,"morph"
"Quercus_rubra","WoodDensity",0.397378136969786,NA,"morph"
"Quercus_stellata","BarkThickness",0.200515025900718,NA,"morph"
"Quercus_stellata","LeafSize",0.44615214773775,NA,"morph"
"Quercus_stellata","LWC",-1.00475974319401,NA,"morph"
"Quercus_stellata","SeedMassKEW",0.870206563580391,NA,"morph"
"Quercus_stellata","SLA",-1.35963920861404,NA,"morph"
"Quercus_stellata","WoodDensity",1.5331394830448,NA,"morph"
"Quercus_velutina","BarkThickness",-0.00238686474410194,NA,"morph"
"Quercus_velutina","LeafSize",0.939936085770848,NA,"morph"
"Quercus_velutina","LWC",-1.11996102208513,NA,"morph"
"Quercus_velutina","SeedMassKEW",1.01841053839988,NA,"morph"
"Quercus_velutina","SLA",-1.05071001839747,NA,"morph"
"Quercus_velutina","WoodDensity",0.402798256191836,NA,"morph"
"Rhamnus_purshiana","BarkThickness",-0.857881959797496,NA,"morph"
"Rhamnus_purshiana","LeafSize",0.299675807722564,NA,"morph"
"Rhamnus_purshiana","LWC",2.35567422207436,NA,"morph"
"Rhamnus_purshiana","SeedMassKEW",0.441197005663841,NA,"morph"
"Rhamnus_purshiana","SLA",1.53347397609545,NA,"morph"
"Rhamnus_purshiana","WoodDensity",-0.079099616459515,NA,"morph"
"Rhododendron_arborescens","BarkThickness",NA,NA,"morph"
"Rhododendron_arborescens","LeafSize",NA,NA,"morph"
"Rhododendron_arborescens","LWC",NA,NA,"morph"
"Rhododendron_arborescens","SeedMassKEW",NA,NA,"morph"
"Rhododendron_arborescens","SLA",NA,NA,"morph"
"Rhododendron_arborescens","WoodDensity",NA,NA,"morph"
"Rhododendron_macrophyllum","BarkThickness",-0.585483616154149,NA,"morph"
"Rhododendron_macrophyllum","LeafSize",0.393827072318687,NA,"morph"
"Rhododendron_macrophyllum","LWC",-0.567492437800891,NA,"morph"
"Rhododendron_macrophyllum","SeedMassKEW",-1.1900527390796,NA,"morph"
"Rhododendron_macrophyllum","SLA",-1.08015003326958,NA,"morph"
"Rhododendron_macrophyllum","WoodDensity",-0.103736522014287,NA,"morph"
"Rhus_typhina","BarkThickness",1.40511966431647,NA,"morph"
"Rhus_typhina","LeafSize",-0.258993860295084,NA,"morph"
"Rhus_typhina","LWC",-0.64264954898622,NA,"morph"
"Rhus_typhina","SeedMassKEW",0.0696872099370038,NA,"morph"
"Rhus_typhina","SLA",0.0242580400107482,NA,"morph"
"Rhus_typhina","WoodDensity",-1.3587404909744,NA,"morph"
"Robinia_pseudoacacia","BarkThickness",NA,NA,"morph"
"Robinia_pseudoacacia","LeafSize",NA,NA,"morph"
"Robinia_pseudoacacia","LWC",NA,NA,"morph"
"Robinia_pseudoacacia","SeedMassKEW",0.251955769965076,NA,"morph"
"Robinia_pseudoacacia","SLA",NA,NA,"morph"
"Robinia_pseudoacacia","WoodDensity",NA,NA,"morph"
"Rosa_gymnocarpa","BarkThickness",-0.822959095227836,NA,"morph"
"Rosa_gymnocarpa","LeafSize",-0.19055490831485,NA,"morph"
"Rosa_gymnocarpa","LWC",0.133205059529964,NA,"morph"
"Rosa_gymnocarpa","SeedMassKEW",0.27493415532042,NA,"morph"
"Rosa_gymnocarpa","SLA",0.929825536378358,NA,"morph"
"Rosa_gymnocarpa","WoodDensity",0.824253587215479,NA,"morph"
"Rosa_multiflora","BarkThickness",NA,NA,"morph"
"Rosa_multiflora","LeafSize",-0.942782030949874,NA,"morph"
"Rosa_multiflora","LWC",-0.0936732838075308,NA,"morph"
"Rosa_multiflora","SeedMassKEW",-0.0275961620707908,NA,"morph"
"Rosa_multiflora","SLA",0.142886049578945,NA,"morph"
"Rosa_multiflora","WoodDensity",NA,NA,"morph"
"Rubus_spectabalis","BarkThickness",-1.26647947526252,NA,"morph"
"Rubus_spectabalis","LeafSize",0.362742804375768,NA,"morph"
"Rubus_spectabalis","LWC",1.26880118701585,NA,"morph"
"Rubus_spectabalis","SeedMassKEW",-0.369078624265453,NA,"morph"
"Rubus_spectabalis","SLA",1.24359663301463,NA,"morph"
"Rubus_spectabalis","WoodDensity",0.586096833519344,NA,"morph"
"Salix_nigra","BarkThickness",0.535540336531936,NA,"morph"
"Salix_nigra","LeafSize",-0.715384261139594,NA,"morph"
"Salix_nigra","LWC",-0.763994986406929,NA,"morph"
"Salix_nigra","SeedMassKEW",-1.69867574666596,NA,"morph"
"Salix_nigra","SLA",0.0494724739125299,NA,"morph"
"Salix_nigra","WoodDensity",-1.07270601748349,NA,"morph"
"Sambucus_nigra_ssp._canadensis","BarkThickness",0.126942821066915,NA,"morph"
"Sambucus_nigra_ssp._canadensis","LeafSize",-0.0738078482939324,NA,"morph"
"Sambucus_nigra_ssp._canadensis","LWC",2.23304470607923,NA,"morph"
"Sambucus_nigra_ssp._canadensis","SeedMassKEW",0.230131243649792,NA,"morph"
"Sambucus_nigra_ssp._canadensis","SLA",1.05097932405819,NA,"morph"
"Sambucus_nigra_ssp._canadensis","WoodDensity",-1.07960435103883,NA,"morph"
"Sassafras_albidum","BarkThickness",-0.553661901259817,NA,"morph"
"Sassafras_albidum","LeafSize",0.785115699872969,NA,"morph"
"Sassafras_albidum","LWC",0.509169047483405,NA,"morph"
"Sassafras_albidum","SeedMassKEW",-0.0594038642616077,NA,"morph"
"Sassafras_albidum","SLA",0.375033672840656,NA,"morph"
"Sassafras_albidum","WoodDensity",0.0362011015368205,NA,"morph"
"Sideroxylon_lanuginosum","BarkThickness",-1.07433387440025,NA,"morph"
"Sideroxylon_lanuginosum","LeafSize",-0.145626488661762,NA,"morph"
"Sideroxylon_lanuginosum","LWC",-0.10333649378303,NA,"morph"
"Sideroxylon_lanuginosum","SeedMassKEW",-0.824536556960287,NA,"morph"
"Sideroxylon_lanuginosum","SLA",0.238544914281172,NA,"morph"
"Sideroxylon_lanuginosum","WoodDensity",1.76068594274868,NA,"morph"
"Taxus_brevifolia","BarkThickness",1.21653619564031,NA,"morph"
"Taxus_brevifolia","LeafSize",-3.08697347279448,NA,"morph"
"Taxus_brevifolia","LWC",-1.06226671407082,NA,"morph"
"Taxus_brevifolia","SeedMassKEW",0.413087953148639,NA,"morph"
"Taxus_brevifolia","SLA",-2.05070755518858,NA,"morph"
"Taxus_brevifolia","WoodDensity",-0.83791630754651,NA,"morph"
"Thuja_plicata","BarkThickness",1.80514520393257,NA,"morph"
"Thuja_plicata","LeafSize",-0.303983509448939,NA,"morph"
"Thuja_plicata","LWC",-0.236464268410382,NA,"morph"
"Thuja_plicata","SeedMassKEW",-0.633502541664944,NA,"morph"
"Thuja_plicata","SLA",-2.03542393275816,NA,"morph"
"Thuja_plicata","WoodDensity",-1.19000008511108,NA,"morph"
"Tilia_americana","BarkThickness",-0.441950642772846,NA,"morph"
"Tilia_americana","LeafSize",1.16893784080232,NA,"morph"
"Tilia_americana","LWC",0.769194984813496,NA,"morph"
"Tilia_americana","SeedMassKEW",0.067567060113456,NA,"morph"
"Tilia_americana","SLA",0.886383299786007,NA,"morph"
"Tilia_americana","WoodDensity",0.012648219826458,NA,"morph"
"Tsuga_heterophylla","BarkThickness",1.09709999881207,NA,"morph"
"Tsuga_heterophylla","LeafSize",-3.47768286804618,NA,"morph"
"Tsuga_heterophylla","LWC",-1.05511563710463,NA,"morph"
"Tsuga_heterophylla","SeedMassKEW",-0.512888347803883,NA,"morph"
"Tsuga_heterophylla","SLA",-2.22144499028637,NA,"morph"
"Tsuga_heterophylla","WoodDensity",-0.507781773112558,NA,"morph"
"Ulmus_americana","BarkThickness",-0.560339153663993,NA,"morph"
"Ulmus_americana","LeafSize",0.317557448855397,NA,"morph"
"Ulmus_americana","LWC",-0.923966432521842,NA,"morph"
"Ulmus_americana","SeedMassKEW",-0.177007557917829,NA,"morph"
"Ulmus_americana","SLA",-0.308624120331332,NA,"morph"
"Ulmus_americana","WoodDensity",0.277445680729154,NA,"morph"
"Ulmus_rubra","BarkThickness",-0.694833454447761,NA,"morph"
"Ulmus_rubra","LeafSize",0.33706981032357,NA,"morph"
"Ulmus_rubra","LWC",0.333121857320643,NA,"morph"
"Ulmus_rubra","SeedMassKEW",-0.712604109717817,NA,"morph"
"Ulmus_rubra","SLA",0.289402122284557,NA,"morph"
"Ulmus_rubra","WoodDensity",0.160420379343984,NA,"morph"
"Vaccinium_corymbosum","BarkThickness",NA,NA,"morph"
"Vaccinium_corymbosum","LeafSize",NA,NA,"morph"
"Vaccinium_corymbosum","LWC",NA,NA,"morph"
"Vaccinium_corymbosum","SeedMassKEW",-1.02491000499432,NA,"morph"
"Vaccinium_corymbosum","SLA",NA,NA,"morph"
"Vaccinium_corymbosum","WoodDensity",NA,NA,"morph"
"Vaccinium_membranaceum","BarkThickness",-1.10932658469905,NA,"morph"
"Vaccinium_membranaceum","LeafSize",-0.935870862322925,NA,"morph"
"Vaccinium_membranaceum","LWC",0.919234131484807,NA,"morph"
"Vaccinium_membranaceum","SeedMassKEW",-1.29836874895315,NA,"morph"
"Vaccinium_membranaceum","SLA",1.15508090394913,NA,"morph"
"Vaccinium_membranaceum","WoodDensity",-0.522563916445421,NA,"morph"
"Vaccinium_ovalifolium","BarkThickness",-1.46134905956122,NA,"morph"
"Vaccinium_ovalifolium","LeafSize",-0.810524185610349,NA,"morph"
"Vaccinium_ovalifolium","LWC",0.785983622402751,NA,"morph"
"Vaccinium_ovalifolium","SeedMassKEW",-1.22988257893133,NA,"morph"
"Vaccinium_ovalifolium","SLA",1.21493203598878,NA,"morph"
"Vaccinium_ovalifolium","WoodDensity",-0.699949636439784,NA,"morph"
"Vaccinium_parvifolium","BarkThickness",-1.32095914399119,NA,"morph"
"Vaccinium_parvifolium","LeafSize",-1.63781035581483,NA,"morph"
"Vaccinium_parvifolium","LWC",0.28006701510225,NA,"morph"
"Vaccinium_parvifolium","SeedMassKEW",-1.2442746568482,NA,"morph"
"Vaccinium_parvifolium","SLA",1.1883011886651,NA,"morph"
"Vaccinium_parvifolium","WoodDensity",-0.389524626449649,NA,"morph"
"Vaccinium_sp.","BarkThickness",NA,NA,"morph"
"Vaccinium_sp.","LeafSize",NA,NA,"morph"
"Vaccinium_sp.","LWC",NA,NA,"morph"
"Vaccinium_sp.","SeedMassKEW",NA,NA,"morph"
"Vaccinium_sp.","SLA",NA,NA,"morph"
"Vaccinium_sp.","WoodDensity",NA,NA,"morph"
"Viburnum_acerifolium","BarkThickness",-0.166409241318229,NA,"morph"
"Viburnum_acerifolium","LeafSize",0.382188976539278,NA,"morph"
"Viburnum_acerifolium","LWC",1.42600124132872,NA,"morph"
"Viburnum_acerifolium","SeedMassKEW",0.374676903907729,NA,"morph"
"Viburnum_acerifolium","SLA",1.14293752737731,NA,"morph"
"Viburnum_acerifolium","WoodDensity",-1.03993893309565,NA,"morph"
"Viburnum_dentatum","BarkThickness",0.168850258550507,NA,"morph"
"Viburnum_dentatum","LeafSize",-0.0743282977245015,NA,"morph"
"Viburnum_dentatum","LWC",0.34737513092246,NA,"morph"
"Viburnum_dentatum","SeedMassKEW",0.494186591215362,NA,"morph"
"Viburnum_dentatum","SLA",0.242537463267209,NA,"morph"
"Viburnum_dentatum","WoodDensity",-0.677283683329393,NA,"morph"
"Viburnum_prunifolium","BarkThickness",0.30714480224636,NA,"morph"
"Viburnum_prunifolium","LeafSize",-0.661855188653211,NA,"morph"
"Viburnum_prunifolium","LWC",0.546920961347664,NA,"morph"
"Viburnum_prunifolium","SeedMassKEW",0.800930071306252,NA,"morph"
"Viburnum_prunifolium","SLA",0.386060133734893,NA,"morph"
"Viburnum_prunifolium","WoodDensity",-0.487678058179863,NA,"morph"
"Viburnum_rufidulum","BarkThickness",NA,NA,"morph"
"Viburnum_rufidulum","LeafSize",-0.1487751684773,NA,"morph"
"Viburnum_rufidulum","LWC",0.451385505854496,NA,"morph"
"Viburnum_rufidulum","SeedMassKEW",-1.14579220022239,NA,"morph"
"Viburnum_rufidulum","SLA",-0.0918915159301217,NA,"morph"
"Viburnum_rufidulum","WoodDensity",1.36117388227249,NA,"morph"
"Abies_amabilis","Alcohols and polyols",0.136095471609824,"ABIEAM","meta"
"Abies_amabilis","Benzenoids",0.666352050420254,"ABIEAM","meta"
"Abies_amabilis","Carbonyl compounds",-0.0538106785882614,"ABIEAM","meta"
"Abies_amabilis","Glycosides",-0.320191937948555,"ABIEAM","meta"
"Abies_amabilis","Organic acids and derivatives",1.92447591764418,"ABIEAM","meta"
"Abies_amabilis","Organoheterocyclic compounds",0.851907372541569,"ABIEAM","meta"
"Abies_amabilis","Phenylpropanoids and polyketides",-0.683009849035297,"ABIEAM","meta"
"Abies_amabilis","Prenol lipids, terpenoids",0.453275041480897,"ABIEAM","meta"
"Abies_amabilis","Steroids and steroid derivatives",2.10468975877649,"ABIEAM","meta"
NA,"Alcohols and polyols",0.932564643974175,"ABIEBI","meta"
NA,"Benzenoids",-0.00676781097404278,"ABIEBI","meta"
NA,"Carbonyl compounds",0.0357156661186493,"ABIEBI","meta"
NA,"Glycosides",-0.308529419517296,"ABIEBI","meta"
NA,"Organic acids and derivatives",1.26461851090355,"ABIEBI","meta"
NA,"Organoheterocyclic compounds",2.08885509441775,"ABIEBI","meta"
NA,"Phenylpropanoids and polyketides",-0.591389865241459,"ABIEBI","meta"
NA,"Prenol lipids, terpenoids",1.5037129343757,"ABIEBI","meta"
NA,"Steroids and steroid derivatives",6.23258035615514,"ABIEBI","meta"
"Abies_grandis","Alcohols and polyols",-0.125780242898974,"ABIEGR","meta"
"Abies_grandis","Benzenoids",-0.301894493343121,"ABIEGR","meta"
"Abies_grandis","Carbonyl compounds",0.699233154181017,"ABIEGR","meta"
"Abies_grandis","Glycosides",-0.427023354161935,"ABIEGR","meta"
"Abies_grandis","Organic acids and derivatives",0.385856755673779,"ABIEGR","meta"
"Abies_grandis","Organoheterocyclic compounds",-0.266488588308959,"ABIEGR","meta"
"Abies_grandis","Phenylpropanoids and polyketides",-0.743343612189454,"ABIEGR","meta"
"Abies_grandis","Prenol lipids, terpenoids",0.392012614971478,"ABIEGR","meta"
"Abies_grandis","Steroids and steroid derivatives",1.586338250153,"ABIEGR","meta"
"Acer_circinatum","Alcohols and polyols",2.40225309928585,"ACERCI","meta"
"Acer_circinatum","Benzenoids",-0.156708716473291,"ACERCI","meta"
"Acer_circinatum","Carbonyl compounds",-0.444338624267024,"ACERCI","meta"
"Acer_circinatum","Glycosides",-0.580497918659608,"ACERCI","meta"
"Acer_circinatum","Organic acids and derivatives",-0.57223196318464,"ACERCI","meta"
"Acer_circinatum","Organoheterocyclic compounds",-0.622900933633971,"ACERCI","meta"
"Acer_circinatum","Phenylpropanoids and polyketides",-0.499366830023909,"ACERCI","meta"
"Acer_circinatum","Prenol lipids, terpenoids",-0.560895708685306,"ACERCI","meta"
"Acer_circinatum","Steroids and steroid derivatives",-0.55982395102453,"ACERCI","meta"
"Acer_negundo","Alcohols and polyols",-0.198649243716765,"ACERNE","meta"
"Acer_negundo","Benzenoids",-0.413733426553319,"ACERNE","meta"
"Acer_negundo","Carbonyl compounds",-0.38125469277142,"ACERNE","meta"
"Acer_negundo","Glycosides",-0.631384734105414,"ACERNE","meta"
"Acer_negundo","Organic acids and derivatives",-0.317936234482553,"ACERNE","meta"
"Acer_negundo","Organoheterocyclic compounds",-0.342775358210359,"ACERNE","meta"
"Acer_negundo","Phenylpropanoids and polyketides",-0.353822046634857,"ACERNE","meta"
"Acer_negundo","Prenol lipids, terpenoids",-0.486820203268097,"ACERNE","meta"
"Acer_negundo","Steroids and steroid derivatives",-0.500891067069117,"ACERNE","meta"
NA,"Alcohols and polyols",-0.454741471257995,"ACERPL","meta"
NA,"Benzenoids",-0.162377064289921,"ACERPL","meta"
NA,"Carbonyl compounds",-0.441429448047511,"ACERPL","meta"
NA,"Glycosides",-0.400059760634971,"ACERPL","meta"
NA,"Organic acids and derivatives",-0.709113147782172,"ACERPL","meta"
NA,"Organoheterocyclic compounds",-0.740026985609659,"ACERPL","meta"
NA,"Phenylpropanoids and polyketides",-0.708735824066864,"ACERPL","meta"
NA,"Prenol lipids, terpenoids",-0.610148598902178,"ACERPL","meta"
NA,"Steroids and steroid derivatives",-0.524227691880246,"ACERPL","meta"
"Acer_rubrum","Alcohols and polyols",2.38974538491196,"ACERRU","meta"
"Acer_rubrum","Benzenoids",4.69998711368967,"ACERRU","meta"
"Acer_rubrum","Carbonyl compounds",-0.121619174383673,"ACERRU","meta"
"Acer_rubrum","Glycosides",2.28258754180186,"ACERRU","meta"
"Acer_rubrum","Organic acids and derivatives",0.0637772929229101,"ACERRU","meta"
"Acer_rubrum","Organoheterocyclic compounds",0.264219254566313,"ACERRU","meta"
"Acer_rubrum","Phenylpropanoids and polyketides",-0.416370760702971,"ACERRU","meta"
"Acer_rubrum","Prenol lipids, terpenoids",0.871484059037597,"ACERRU","meta"
"Acer_rubrum","Steroids and steroid derivatives",0.133547490717865,"ACERRU","meta"
"Acer_saccharum","Alcohols and polyols",-0.40159149225317,"ACERS2","meta"
"Acer_saccharum","Benzenoids",-0.251319607741005,"ACERS2","meta"
"Acer_saccharum","Carbonyl compounds",-0.400560483337253,"ACERS2","meta"
"Acer_saccharum","Glycosides",-0.211829603872817,"ACERS2","meta"
"Acer_saccharum","Organic acids and derivatives",-0.274276287415412,"ACERS2","meta"
"Acer_saccharum","Organoheterocyclic compounds",-0.536077942049489,"ACERS2","meta"
"Acer_saccharum","Phenylpropanoids and polyketides",-0.531666359413841,"ACERS2","meta"
"Acer_saccharum","Prenol lipids, terpenoids",0.317495694031,"ACERS2","meta"
"Acer_saccharum","Steroids and steroid derivatives",-0.409112341020731,"ACERS2","meta"
"Ailanthus_altissima","Alcohols and polyols",0.141060603494373,"AILAAL","meta"
"Ailanthus_altissima","Benzenoids",0.46231503978485,"AILAAL","meta"
"Ailanthus_altissima","Carbonyl compounds",-0.372156761745198,"AILAAL","meta"
"Ailanthus_altissima","Glycosides",-0.547750509750756,"AILAAL","meta"
"Ailanthus_altissima","Organic acids and derivatives",-0.0310592109366454,"AILAAL","meta"
"Ailanthus_altissima","Organoheterocyclic compounds",-0.095333356592051,"AILAAL","meta"
"Ailanthus_altissima","Phenylpropanoids and polyketides",2.07144218078095,"AILAAL","meta"
"Ailanthus_altissima","Prenol lipids, terpenoids",1.08901698056178,"AILAAL","meta"
"Ailanthus_altissima","Steroids and steroid derivatives",0.0113742113071978,"AILAAL","meta"
NA,"Alcohols and polyols",-0.63815097172552,"ALNUCR","meta"
NA,"Benzenoids",-0.377583201353539,"ALNUCR","meta"
NA,"Carbonyl compounds",0.173013992997696,"ALNUCR","meta"
NA,"Glycosides",-0.55719034418633,"ALNUCR","meta"
NA,"Organic acids and derivatives",-0.209374991551337,"ALNUCR","meta"
NA,"Organoheterocyclic compounds",-0.46006331957065,"ALNUCR","meta"
NA,"Phenylpropanoids and polyketides",-0.156979297163716,"ALNUCR","meta"
NA,"Prenol lipids, terpenoids",3.23953012867284,"ALNUCR","meta"
NA,"Steroids and steroid derivatives",-0.388303205983652,"ALNUCR","meta"
"Amelanchier_alnifolia","Benzenoids",-0.570448601151339,"AMELAL","meta"
"Amelanchier_alnifolia","Glycosides",-0.249222775395587,"AMELAL","meta"
"Amelanchier_alnifolia","Organic acids and derivatives",-0.520139418882323,"AMELAL","meta"
"Amelanchier_alnifolia","Organoheterocyclic compounds",0.255862074432279,"AMELAL","meta"
"Amelanchier_alnifolia","Phenylpropanoids and polyketides",-0.759082819592572,"AMELAL","meta"
"Amelanchier_alnifolia","Prenol lipids, terpenoids",-0.629011621912387,"AMELAL","meta"
"Amelanchier_alnifolia","Steroids and steroid derivatives",-0.57580948648029,"AMELAL","meta"
"Amelanchier_arborea","Alcohols and polyols",-0.4951659018947,"AMELAR","meta"
"Amelanchier_arborea","Benzenoids",-0.296598830320238,"AMELAR","meta"
"Amelanchier_arborea","Glycosides",1.44096915713789,"AMELAR","meta"
"Amelanchier_arborea","Organic acids and derivatives",0.937735561180139,"AMELAR","meta"
"Amelanchier_arborea","Organoheterocyclic compounds",0.911156310070248,"AMELAR","meta"
"Amelanchier_arborea","Phenylpropanoids and polyketides",1.00910105889755,"AMELAR","meta"
"Amelanchier_arborea","Prenol lipids, terpenoids",-0.569237189389936,"AMELAR","meta"
"Amelanchier_arborea","Steroids and steroid derivatives",-0.400451380681836,"AMELAR","meta"
NA,"Alcohols and polyols",0.086270390730008,"AMELCA","meta"
NA,"Benzenoids",-0.504625407289463,"AMELCA","meta"
NA,"Glycosides",0.233485268499109,"AMELCA","meta"
NA,"Organic acids and derivatives",-0.334571773455802,"AMELCA","meta"
NA,"Organoheterocyclic compounds",0.258138491593604,"AMELCA","meta"
NA,"Phenylpropanoids and polyketides",-0.242428542156221,"AMELCA","meta"
NA,"Prenol lipids, terpenoids",-0.65481600704326,"AMELCA","meta"
NA,"Alcohols and polyols",-0.241833354917297,"ARALSP","meta"
NA,"Benzenoids",-0.170845292680684,"ARALSP","meta"
NA,"Carbonyl compounds",0.00134895073695739,"ARALSP","meta"
NA,"Glycosides",-0.584848853255174,"ARALSP","meta"
NA,"Organic acids and derivatives",-0.649897147580496,"ARALSP","meta"
NA,"Organoheterocyclic compounds",-0.457540807522568,"ARALSP","meta"
NA,"Phenylpropanoids and polyketides",-0.445117025857422,"ARALSP","meta"
NA,"Prenol lipids, terpenoids",-0.278646399547722,"ARALSP","meta"
NA,"Steroids and steroid derivatives",-0.0223702406833536,"ARALSP","meta"
"Asimina_triloba","Alcohols and polyols",-0.283285899817648,"ASIMTR","meta"
"Asimina_triloba","Benzenoids",0.484313596932506,"ASIMTR","meta"
"Asimina_triloba","Carbonyl compounds",-0.444813831415348,"ASIMTR","meta"
"Asimina_triloba","Glycosides",-0.172527284272423,"ASIMTR","meta"
"Asimina_triloba","Organic acids and derivatives",0.770103947523247,"ASIMTR","meta"
"Asimina_triloba","Organoheterocyclic compounds",0.565321945761454,"ASIMTR","meta"
"Asimina_triloba","Phenylpropanoids and polyketides",-0.186335044063226,"ASIMTR","meta"
"Asimina_triloba","Prenol lipids, terpenoids",-0.608427554385205,"ASIMTR","meta"
"Asimina_triloba","Steroids and steroid derivatives",0.213803134020992,"ASIMTR","meta"
NA,"Alcohols and polyols",0.78395266749535,"BERBTH","meta"
NA,"Benzenoids",-0.428314843582598,"BERBTH","meta"
NA,"Carbonyl compounds",-0.408628313382733,"BERBTH","meta"
NA,"Glycosides",-0.641516221664029,"BERBTH","meta"
NA,"Organic acids and derivatives",-0.195673630856755,"BERBTH","meta"
NA,"Organoheterocyclic compounds",0.262062773747285,"BERBTH","meta"
NA,"Phenylpropanoids and polyketides",-0.250573525486367,"BERBTH","meta"
NA,"Prenol lipids, terpenoids",-0.606156727282546,"BERBTH","meta"
NA,"Steroids and steroid derivatives",-0.367503263581337,"BERBTH","meta"
NA,"Alcohols and polyols",-0.710672992160488,"BETUAL","meta"
NA,"Benzenoids",-0.663502724939449,"BETUAL","meta"
NA,"Carbonyl compounds",-0.424869707716122,"BETUAL","meta"
NA,"Glycosides",-0.631354761468384,"BETUAL","meta"
NA,"Organic acids and derivatives",-0.983454061321082,"BETUAL","meta"
