"","PC1","PC2","PC3","PC4","PC5","PC6","PC7","PC8","PC9","PC10","PC11","PC12","PC13","PC14","PC15","PC16","PC17","PC18","PC19","env","site"
"BS...21",0.361347772806655,-0.151160607865413,0.0128412918350773,-0.126920164376803,-0.0710435287603297,0.0091829581474258,0.00740058041370386,-0.00341099683676693,0.100139834209799,0.0497481321859009,-0.0632021415225329,0.28201788431348,-0.103643907127555,0.0362514582549569,-0.220048220773156,-0.739731825665143,0.308495456403807,-0.0510666843620926,-0.153679480929307,"BS","WFDP"
"Ca...22",0.358269624271119,0.0305182190734093,-0.107463551741839,-0.0923562424299996,-0.0761621925646834,0.0148173757837547,-0.0160792305719638,0.0367600497355503,0.253741441228387,-0.084763207687955,0.122837440686283,0.437382758649992,0.353831459816048,-0.00975119120146721,-0.442115965669973,0.263280708879301,-0.338059024868643,0.136499734481154,0.2050609275597,"Ca","WFDP"
"ECEC...23",0.324996888288417,0.16497986344966,-0.274512448877639,-0.0257205567773972,0.0889331409477539,-0.0104264187035342,0.0356492324070116,-0.0437483276343947,0.0535939381542603,-0.0095509295727357,0.210934967498742,-0.345146547795267,-0.095321374699248,-0.22725104111156,0.116537855483267,-0.071430034289907,0.27086267930219,0.525330068722408,0.429654993718622,"ECEC","WFDP"
"Fe...24",-0.0715053821345835,0.378017632290363,-0.309556010619984,0.284307761684578,-0.145316832153728,-0.0223975201541,0.0134510416867298,-0.0805265492708047,-0.0290931433642718,0.584633907458243,-0.327240397441819,-0.0191969102370768,-0.233408592266154,0.0185945204131999,-0.371417815651567,0.0296241594826248,-0.0501934834482239,0.0202696636338607,-0.0191667434614819,"Fe","WFDP"
"K...25",0.250934113380094,0.270561364402296,0.0594562554296158,-0.313311986284328,-0.25857742112255,0.0280193159884299,0.052031492602595,-0.132341616972529,0.19913062302807,0.0648574467792275,-0.421665244861295,-0.0300695955539164,0.205353627364281,0.458519769430056,0.418628233804369,0.111713783491429,0.0998335875423211,0.039740590521548,0.00297589146669526,"K","WFDP"
"Mg...26",0.369915324855217,-0.021250704949264,-0.168322131286744,-0.094988642156195,0.0122220342252499,0.00399347524184225,-0.00408459916064552,0.00851650042177973,0.0762678439169455,0.0393805687948182,0.10245137873649,-0.153782806769979,-0.286464141140889,-0.0678191990801856,0.0806847391395789,0.108820793250344,-0.0838820114101577,-0.758962657112702,0.309054429765484,"Mg","WFDP"
"Mn...27",0.0924350658561579,0.255089638001135,0.383365075885229,-0.393960618328402,0.160800360952485,0.0254420024985286,0.126286009178494,-0.211529563108041,-0.248428737335726,-0.110975982921605,-0.37632428458667,-0.0365729073920475,-0.0638882533081392,-0.522299872817998,-0.187479162349865,0.0375795198008849,-0.0808093956480801,-0.00735580317336011,-0.000693711651855621,"Mn","WFDP"
"Na...28",0.13222938029425,-0.0206601525883014,-0.433354272136046,-0.106156463656277,0.419643283914973,-0.0409114872815959,0.0767681672986104,-0.0390078840738559,-0.630574581969437,0.03797020588185,-0.0545108648735203,0.348924269977377,0.0726395226065991,0.170751594108293,0.192478285728795,0.033148851802422,-0.0188048785011606,0.0126972525061052,-0.0308936704985426,"Na","WFDP"
"NH4...29",0.273904520961715,0.139638905908431,0.252208486209433,0.346268940993778,0.200552070379233,-0.0513700036550638,-0.0723777328690893,0.20062687343324,-0.123406868596366,-0.178456072997911,-0.0745856166373594,-0.0562870531024823,0.0880116178354073,0.181173340985325,-0.280045245318922,0.328588008043202,0.57703963662614,-0.110737884223018,-0.0748756619787978,"NH4","WFDP"
"TotN...30",0.295905926770848,0.12462424468207,0.220342275420948,0.306803925623353,0.170100832312678,-0.0356008921914097,-0.087322314315076,0.201368953357895,-0.139802755182604,-0.156540620121904,-0.126243198688434,-0.288222866796742,-0.0562736297341308,0.272720861334921,0.00742294303227627,-0.31656456640699,-0.584610047934245,0.109304331608788,0.0355703904206852,"TotN","WFDP"
"P...31",-0.00104108009716264,0.384798185076206,0.3635393337408,-0.157542040164902,-0.106318365134813,0.0566630772449358,0.035859031198033,-0.221537403811744,-0.229101430390801,0.187426284167831,0.632630441572173,0.121780701375199,-0.19779600832099,0.291286988553809,-0.054628647712047,-0.00776630357834446,-0.0105669850661754,0.0159040449345563,0.00463395509150465,"P","WFDP"
"pHCaCl2...32",0.154180847482454,-0.438944277988368,0.127372335429226,-0.1560729894575,-0.0467540925977753,0.057410441004508,-0.026932058737379,-0.0672153081245932,-0.252112034555569,0.499669594151483,0.0681272278219561,-0.42765728535322,0.443413921783333,0.0408656510180557,-0.179664515094048,0.0238776925305625,-0.00532567731873879,-0.0156132075823646,-0.00887586403383728,"pHCaCl2","WFDP"
"TEB...33",0.370744379711759,-0.036235327810452,-0.149914357764217,-0.088340108833476,0.00343411777657427,0.000669079105974393,-0.0140729720998481,0.0254776141356302,0.125767966666608,0.0290432495669341,0.157100175405388,-0.132154368799455,-0.244310525312885,-0.139425544572224,0.0764440377706247,0.259784079732455,-0.119237126041068,0.140362841878897,-0.76479656791371,"TEB","WFDP"
"cos_aspect...34",0.00770583127122317,-0.00905385867626798,0.0135284690659933,0.0932504312919967,0.042062155905656,0.725104299083271,0.636017323141666,0.237616762501671,0.0316367573920136,0.030435038117653,0.00269468560601292,0.00386942286095116,-0.00818490483839232,0.0166323704220691,0.0105047992839275,0.00620598652615362,-0.00211158051928712,7.60664495459658e-05,-0.00289602382897407,"cos_aspect","WFDP"
"sin_aspect...35",-0.0162645419049767,0.0415409685762908,-0.0346111048788057,-0.0108188078180292,0.174224254457116,0.662073546489666,-0.700637812483451,-0.17432547083204,0.0436116562181171,0.00542293873502813,-0.0488434375056556,0.0336029483753077,-0.0140038519142668,-0.011478043604498,0.0221199022498723,-0.00492265788838187,0.0193520294602807,0.00652935667061174,0.00345219871519387,"sin_aspect","WFDP"
"convexity...36",-0.0795011048987847,0.208193372812236,0.0502178974383669,-0.332575663566131,-0.00937135339042287,-0.0382404008390812,-0.222415044438823,0.830202108778284,-0.0413818319300871,0.252200788952834,0.0349383263120825,0.0681424737278131,0.0211707848804131,-0.123918078843503,0.0888708207797041,-0.0248131293376235,0.0269413557290816,0.0117797629953144,0.0242602002344469,"convexity","WFDP"
"elev_mean...37",-0.242762903643931,0.00105512713568168,-0.287935048446038,-0.466225576499338,0.0753547093822541,0.031520587147833,0.026748471781737,0.0597723254605344,0.013624268074132,-0.328077279317679,-0.0264725419056802,-0.341037611954001,-0.156014454319857,0.396338776450957,-0.471187773191721,-0.00448990058438542,0.0159460052295264,0.012994152367934,-0.0334392291727661,"elev_mean","WFDP"
"slope...38",-0.0913869919847718,-0.00912491911651116,0.153522794530689,-0.0876426821011874,0.750394141144303,-0.137627537479795,0.104286904550096,-0.0807376045910176,0.490255719118984,0.321058029167861,0.0149022777640914,0.0341335747310564,-0.0166189714111478,0.122704841026179,0.01918413394982,-0.00354040855428021,-0.0133008409346964,0.00663066954364667,0.0117226746810269,"slope","WFDP"
"Al...39",-0.28323386817602,-0.0012624579957972,0.0712555249356244,-0.0236333230532228,-0.0372983580496247,0.230741545732363,0.215161873423282,0.182077024657089,0.277506330619195,0.397406817643819,0.18404194724842,0.14045888436052,0.514775731197826,-0.0330010355954804,0.470194653238872,0.0651628067273526,0.00898597121618235,-0.00300246298270037,0.0041747883425728,"Al","TRCP"
"BS...40",0.313846417110856,0.0125146804243314,-0.0329093166843657,0.0343303727515558,0.0410168732230731,-0.0705821169845787,-0.131419266622284,-0.100562677483599,0.0183615555629913,-0.0825690622794833,-0.0665857713354676,-0.095483549466287,-0.187895862941963,-0.468247895358502,0.669013190162686,-0.35639796505457,0.0154561312427435,0.122176256357457,0.00187410950188338,"BS","TRCP"
"Ca...41",0.308099568174851,0.143358138188608,0.0884289258759381,-0.0387055950127307,0.0393481430862265,0.20945831069786,0.0583179782775923,-0.111284087242126,0.0201473143374216,-0.0173813742230229,0.0806473789985614,-0.183170885101894,0.0702167562138736,0.286059667888846,0.079611883990283,-0.150396850917658,0.0316473541481646,-0.470699479515294,-0.659513579604072,"Ca","TRCP"
"ECEC...42",0.299617901997711,0.144720084810312,0.136603087271002,-0.0653102388425553,0.0501138814600415,0.229089856988126,0.0884753813800485,-0.116237798931138,0.0514616076684798,0.0536372185110714,0.161698453426439,-0.164735099493101,0.17580041859566,0.226321850890726,-0.175099619579302,-0.246748147202621,0.0411700795740105,0.745391563846808,-0.0155548733844101,"ECEC","TRCP"
"Fe...43",-0.26396690152589,0.114413549597963,0.105085298243993,0.00353949533972072,-0.0100254847304308,0.333852576246013,0.265997935725571,-0.0576173571978273,0.285490331222494,0.277454694632614,-0.146539885356775,-0.392870929265457,-0.606069475898808,-0.0894308497787165,-0.023181306349792,0.0984735734250604,0.00900037707129884,0.0245117615500318,0.00108292531554994,"Fe","TRCP"
"K...44",0.292389942025297,0.00536404289220743,-0.0871728321704832,-0.00454884911500829,-0.030727013415734,0.0725941930908095,0.119583419040173,0.0830384199116467,0.14807997213674,0.288357274471809,0.199357416538066,0.726519415531447,-0.407145421390475,0.0612991602133924,-0.0890969927694309,-0.157502515109123,-0.0592141044616797,-0.0307093358767551,-0.00887733109817948,"K","TRCP"
"Mg...45",0.294297714319062,-0.00915611399418597,0.184361670747094,-0.120627146539818,0.122477160241213,0.0461306665275564,-0.108955468587423,-0.20423726718144,0.11438980612427,0.252587967120084,0.097353409527702,-0.0203785926408966,0.20930352595019,-0.65418835935598,-0.36898129902879,0.290528118992917,-0.00200618764998735,-0.0965894886062717,-0.0749375698287282,"Mg","TRCP"
"Mn...46",0.21089792656249,-0.0912681141754408,-0.231873418625406,0.092023278021214,0.0366759167145949,-0.588461881118088,-0.116946507601879,0.102005959385013,0.500389732573624,0.261301772202772,0.180920925703103,-0.308661723919859,-0.0358914570184127,0.223252719909674,0.0155660252253253,0.122264057564902,0.000484514825439002,0.0156971757718116,0.00201686297585804,"Mn","TRCP"
"Na...47",-0.0344194069765522,0.00905808494153059,-0.16876192198305,-0.395059903903065,0.805235462656013,-0.131849320739442,0.356432556531703,0.0853923712519635,-0.0823932349626703,-0.0444158746277287,-0.0595879966498411,0.016897616350304,-0.0104214128219387,-0.00100351327260499,0.0342321383759446,-0.00570187281589052,-0.0119436810723332,0.000886740663940028,-0.000920968800156006,"Na","TRCP"
"NH4...48",-0.0172516624920208,0.624946478439975,0.0335497660300244,0.0937718224069623,0.0454024535398269,-0.113664688176303,-0.0705239512925362,0.172762438960188,0.117017350923098,-0.0680150888910235,-0.154865871369294,0.141580930567059,0.0206695783233737,-0.0501947406857722,-0.0263002932769461,0.0678241189715834,0.691955228517606,0.00491053295005763,-0.00340341657434714,"NH4","TRCP"
"TotN...49",0.00282692482245603,0.627052463739782,0.0883130162504383,0.089639302738504,0.0444320120880377,-0.0902743284644886,-0.0795507293132713,0.155642503635182,0.087986188970093,-0.0555048250483781,-0.142086670972523,0.0402947851399223,0.0573528079041795,-0.024188913187821,0.00042527424777302,0.0421062149133852,-0.715429958779869,0.012350397766176,0.00338967042501508,"TotN","TRCP"
"P...50",0.1976708819998,0.04296371253948,-0.358332425649926,0.191055111018463,-0.206163523678189,0.114999315623076,0.496096734022926,0.388643565169104,-0.0315291985169252,-0.347620074179676,0.321105229183154,-0.165798408200219,0.0231651854807644,-0.261074512036482,-0.0895240557517679,0.108421732265786,-0.0130376125268522,-0.0148285535332977,0.00210249120576971,"P","TRCP"
"pHCaCl2...51",0.316646736065462,0.0053328243560672,-0.0134218483769823,-0.0129320123770273,0.0129711617942234,0.138665987453078,-0.0303876998428684,-0.099572201656054,-0.179186195944706,-0.0382720671516442,-0.0674465961522005,0.0803994017219797,-0.116437209515561,0.216458066595081,0.353554127379188,0.781466048271148,-0.00102185210113037,0.168612633853986,-0.00249806273079243,"pHCaCl2","TRCP"
"TEB...52",0.310819103217306,0.129590322361525,0.10008519970708,-0.0503345148232809,0.0492011875013596,0.194213604109966,0.0408205208217846,-0.122024230443254,0.0269234783169181,0.0120773724515402,0.0879375301355262,-0.156806064055686,0.0785258122428073,0.194304790453815,0.0260706224422878,-0.10780677899461,0.034268394682092,-0.40955035040161,0.747683743685522,"TEB","TRCP"
"cos_aspect...53",0.147442731506339,-0.140608996293216,0.0125743816731337,-0.598537371165667,-0.172669270559757,0.212407342723042,-0.304140124105737,0.56074974715219,0.214244826011712,-0.118103724155026,-0.231527912870401,-0.0544431651826524,-0.0214957986078151,0.00796465896552476,-0.0341405049863748,-0.00633745890328138,-0.00163890292574048,0.00768617342640467,0.000165481263470171,"cos_aspect","TRCP"
"sin_aspect...54",0.200419960518966,-0.0387829114495276,-0.501745661500305,0.2005389278834,-0.0479842017956846,0.13220886129394,0.0848382793990729,0.00913791444173484,-0.13583933017668,0.383175360679446,-0.641259575947837,-0.0358013431287379,0.206744116976038,0.0056134042848462,-0.0990870633048453,-0.0941908263744528,-0.00743369469529171,-0.00100988626930228,0.00284862422610108,"sin_aspect","TRCP"
"convexity...55",-0.143484385905804,0.126555396050224,-0.47858669038434,-0.299103980081916,-0.154037162664561,0.108805923570575,-0.00420466648194086,-0.54616990473149,0.424038249939524,-0.318057544427878,-0.0109037103192529,0.141114863852981,0.086619826333472,-0.00810367358751326,4.37525805115219e-05,0.0367379589770074,-0.0313526253479144,0.00995813148474098,0.000549105320528867,"convexity","TRCP"
"elev_mean...56",-0.141025318582708,0.303657912909442,-0.365086875782601,-0.337851972677306,-0.146075316745446,-0.0127701563995303,-0.239496407829093,-0.00360599672710811,-0.478843319690297,0.371319407116814,0.392563511880418,-0.166587345927804,-0.0987381823886351,-0.0314234129425844,0.0334593943533299,-0.0222105997593178,0.0132703582921902,-0.00643479042709406,-0.00229120382239582,"elev_mean","TRCP"
"slope...57",-0.102479772896756,-0.0693619499715572,-0.26592830753476,0.394047450937728,0.448064263607342,0.443909251925612,-0.520076745815452,0.135854713731328,0.131107191299404,-0.0889960506912962,0.208469881946678,-0.0139058481997655,-0.0337340762158047,0.00463248075879481,-0.0425843830969831,0.0119952501659807,-0.00671981413877331,0.00422467846464266,-2.04330818226109e-05,"slope","TRCP"
