"variables","order","R2","R2Cum","AdjR2Cum","F","pvalue","site","trait"
"MEM19",19,0.00492993348380044,0.660432548380804,0.631749739115967,5.32820675222949,0.023,"SERC","meta"
"MEM142",142,0.00484257610855643,0.66527512448936,0.636009561603184,5.2950437371223,0.014,"SERC","meta"
"MEM7",7,0.00483614057869519,0.670111265068056,0.640285708211195,5.35086871513785,0.031,"SERC","meta"
"MEM30",30,0.00471312703618887,0.674824392104244,0.644450846311784,5.27585156917036,0.028,"SERC","meta"
"MEM45",45,0.00466308172537289,0.679487473829617,0.648584062215393,5.28122468889259,0.021,"SERC","meta"
"MEM91",91,0.00462260175022089,0.684110075579838,0.652695607957944,5.29735741540846,0.027,"SERC","meta"
"MEM68",68,0.00459071432233882,0.688700789902177,0.656794776678854,5.32364945559463,0.018,"SERC","meta"
"MEM96",96,0.00450360413936868,0.693204394041546,0.660820413412598,5.28461770209407,0.03,"SERC","meta"
"MEM125",125,0.00433526635828196,0.697539660399828,0.664681851919586,5.14566843600257,0.029,"SERC","meta"
"MEM126",126,0.00413730245566912,0.701676962855497,0.668344779934323,4.96493429842663,0.023,"SERC","meta"
"MEM149",149,0.00403545208169076,0.705712414937188,0.671914681078433,4.89540322557647,0.015,"SERC","meta"
"MEM135",135,0.00400648293528738,0.709718897872475,0.675472250992261,4.91354040793089,0.027,"SERC","meta"
"MEM53",53,0.00397370393994534,0.71369260181242,0.679013114144629,4.9270990117984,0.032,"SERC","meta"
"MEM124",124,0.00349085392554338,0.717183455737964,0.682031116903134,4.36948373323377,0.037,"SERC","meta"
"MEM147",147,0.00347049058785898,0.720653946325823,0.68504325959682,4.38553958934078,0.042,"SERC","meta"
"MEM161",161,0.00346824937524859,0.724122195701071,0.688069982639279,4.42523378489947,0.035,"SERC","meta"
"MEM28",28,0.0032621606267571,0.727384356327828,0.690880267289105,4.20011986314572,0.044,"SERC","meta"
"MEM40",40,0.00303756209120842,0.730421918419037,0.693451210087933,3.94374322158551,0.05,"SERC","meta"
"MEM100",100,0.00300324541018271,0.73342516382922,0.695997751300944,3.93185142007283,0.041,"SERC","meta"
