"variables","order","R2","R2Cum","AdjR2Cum","F","pvalue","site","trait"
"MEM112",112,0.00375682063336547,0.727858609071045,0.70123608169756,6.35014572920759,0.014,"TRCP","alkaloids"
"MEM18",18,0.00345387953072485,0.73131248860177,0.704385199877764,5.90027685452428,0.015,"TRCP","alkaloids"
"MEM63",63,0.00344067831123773,0.734753166913008,0.707533513735958,5.94099710148118,0.018,"TRCP","alkaloids"
"MEM36",36,0.00329958195167224,0.73805274886468,0.710539689664471,5.75653665147735,0.025,"TRCP","alkaloids"
"MEM39",39,0.00325666448523176,0.741309413349912,0.713511521363389,5.74059931788082,0.028,"TRCP","alkaloids"
"MEM46",46,0.00288424904218432,0.744193662392096,0.716083075841777,5.1301829597568,0.038,"TRCP","alkaloids"
"MEM64",64,0.00276406154105535,0.746957723933152,0.718532270013748,4.95918689613595,0.021,"TRCP","alkaloids"
"MEM194",194,0.00275793748322772,0.749715661416379,0.720985450364838,4.99170538185612,0.028,"TRCP","alkaloids"
"MEM41",41,0.00267690027326106,0.75239256168964,0.723358946135549,4.88660167792454,0.021,"TRCP","alkaloids"
"MEM96",96,0.00261889150937078,0.755011453199011,0.725678013005545,4.82112362454919,0.026,"TRCP","alkaloids"
"MEM5",5,0.00257291443571683,0.757584367634728,0.727955790345639,4.77614205311638,0.028,"TRCP","alkaloids"
"MEM69",69,0.00256224282125683,0.760146610455985,0.730231711091921,4.79645932430403,0.038,"TRCP","alkaloids"
"MEM121",121,0.00251373153005252,0.762660341986037,0.732463108711939,4.74489486875926,0.039,"TRCP","alkaloids"
"MEM184",184,0.00251303029620409,0.765173372282241,0.734703697992241,4.78363358244605,0.029,"TRCP","alkaloids"
"MEM185",185,0.00242185864496813,0.767595230927209,0.736851102283051,4.64770563859418,0.031,"TRCP","alkaloids"
"MEM249",249,0.00234855010167245,0.769943781028882,0.738924964987832,4.54282348861626,0.046,"TRCP","alkaloids"
"MEM61",61,0.00234208817889658,0.772285869207779,0.741000819707045,4.56663426117781,0.036,"TRCP","alkaloids"
"MEM51",51,0.00219870482561813,0.774484574033397,0.742922595681412,4.31911135823176,0.043,"TRCP","alkaloids"
"MEM126",126,0.00216431091275127,0.776648884946148,0.744813771262002,4.28305640294389,0.048,"TRCP","alkaloids"
"MEM131",131,0.00214538023904243,0.77879426518519,0.746691845620229,4.27707123510963,0.03,"TRCP","alkaloids"
"MEM113",113,0.00206595394919395,0.780860219134384,0.748487296961055,4.14812743744954,0.05,"TRCP","alkaloids"
"MEM129",129,0.00205071824950587,0.78291093738389,0.750273401774179,4.14698603736229,0.047,"TRCP","alkaloids"
"MEM82",82,0.0020198167378328,0.784930754121723,0.752032033861804,4.1134646079127,0.054,"TRCP","alkaloids"
"MEM86",86,0.00197628378954506,0.786907037911268,0.753748407654898,4.05286034585964,0.059,"TRCP","alkaloids"
"MEM37",37,0.00195963176239167,0.78886666967366,0.755453367397243,4.04672936803562,0.044,"TRCP","alkaloids"
"MEM223",223,0.00195423721341847,0.790820906887078,0.757159903397642,4.06394910306896,0.046,"TRCP","alkaloids"
"MEM6",6,0.00189415311508956,0.792715060002168,0.758804390094688,3.96585710451259,0.045,"TRCP","alkaloids"
"MEM120",120,0.00188720956294097,0.794602269565109,0.760448374435058,3.97843607630549,0.051,"TRCP","alkaloids"
"MEM174",174,0.00186449523310372,0.796466764798212,0.762073417183096,3.95739762060115,0.046,"TRCP","alkaloids"
"MEM30",30,0.00185883383458507,0.798325598632798,0.76369936730757,3.97252887463612,0.049,"TRCP","alkaloids"
"MEM84",84,0.00185474544181508,0.800180344074613,0.765328078506231,3.9913017379946,0.051,"TRCP","alkaloids"
"MEM42",42,0.00183495439431791,0.80201529846893,0.76694108561028,3.97604172986492,0.044,"TRCP","alkaloids"
"MEM62",62,0.00182910480651244,0.803844403275443,0.768554728163782,3.99099934062354,0.056,"TRCP","alkaloids"
"MEM150",150,0.00173430489621051,0.805578708171653,0.770063811772096,3.8089870904454,0.038,"TRCP","alkaloids"
"MEM230",230,0.00172270016922738,0.807301408340881,0.771566223502687,3.80838420131823,0.051,"TRCP","alkaloids"
"MEM199",199,0.00172139633455715,0.809022804675438,0.773074156143756,3.83078953978489,0.058,"TRCP","alkaloids"
"elev_mean",19,0.183849735194179,0.183849735194179,0.182230389430676,113.53334126518,0.001,"TRCP","benzenoids"
"Mn",8,0.0482634082786274,0.232113143472807,0.229059915415045,31.6146762479322,0.001,"TRCP","benzenoids"
"cos_aspect",16,0.0551340623612545,0.287247205834061,0.282987726984464,38.8315549681397,0.001,"TRCP","benzenoids"
"slope",20,0.00991190874449777,0.297159114578559,0.291547610503338,7.06542033054284,0.005,"TRCP","benzenoids"
"pHCaCl2",13,0.0123029052101155,0.309462019788675,0.302556639986561,8.90820314209977,0.008,"TRCP","benzenoids"
"BS",2,0.0181275330026323,0.327589552791307,0.319504457233687,13.4525556612984,0.001,"TRCP","benzenoids"
"Fe",5,0.0146289982441599,0.342218551035467,0.332972627054038,11.0754736805969,0.001,"TRCP","benzenoids"
"convexity",18,0.00921025330619146,0.351428804341658,0.340989026544341,7.05781558573643,0.009,"TRCP","benzenoids"
"P",12,0.00737063978999536,0.358799444131654,0.347164756625978,5.70155047805094,0.017,"TRCP","benzenoids"
"NH4",10,0.00374762684596924,0.362547070977623,0.349669234027676,2.91013689685259,0.081,"TRCP","benzenoids"
"Ca",3,0.00996133487653134,0.372508405854154,0.358535920964267,7.8421758552876,0.005,"TRCP","benzenoids"
"Al",1,0.0045078688632163,0.377016274717371,0.361852370653696,3.56731525941133,0.066,"TRCP","benzenoids"
"K",6,0.00395252511017019,0.380968799827541,0.364612284375829,3.14142866088489,0.064,"TRCP","benzenoids"
"TotN",11,0.0059500707302132,0.386918870557754,0.369437942223352,4.76524979849325,0.022,"TRCP","benzenoids"
"aspect",15,0.00202290969272734,0.388941780250481,0.370235916380598,1.62214616774603,0.203,"TRCP","benzenoids"
"TEB",14,0.00160834117897768,0.390550121429459,0.370609021108132,1.29047336651336,0.265,"TRCP","benzenoids"
"Mg",7,0.0117398868317333,0.402290008261192,0.381468143794881,9.5850242643917,0.004,"TRCP","benzenoids"
"MEM20",20,0.0797000637030426,0.0797000637030426,0.0778740717659455,43.6475441560522,0.001,"TRCP","benzenoids"
"MEM17",17,0.0697291564275328,0.149429220130575,0.146047228958132,41.2355638274258,0.001,"TRCP","benzenoids"
"MEM44",44,0.0465484400459038,0.195977660176479,0.191172745795064,29.063019453132,0.001,"TRCP","benzenoids"
"MEM3",3,0.0424865744688894,0.238464234645369,0.232384108774274,27.9511150720561,0.001,"TRCP","benzenoids"
"MEM1",1,0.0395610831839266,0.278025317829295,0.270805571007588,27.3978327501605,0.001,"TRCP","benzenoids"
"MEM22",22,0.0382039568702459,0.316229274699541,0.30800758261176,27.8803607303834,0.001,"TRCP","benzenoids"
"MEM14",14,0.0366255883793233,0.352854863078864,0.343758445491619,28.1846250126821,0.001,"TRCP","benzenoids"
"MEM2",2,0.0321696899487984,0.385024553027663,0.375125551869154,25.9983321013335,0.001,"TRCP","benzenoids"
"MEM15",15,0.0290226985241265,0.414047251551789,0.403415044422689,24.5672684462868,0.001,"TRCP","benzenoids"
"MEM7",7,0.0274116867625576,0.441458938314347,0.430175280502516,24.2932630709656,0.001,"TRCP","benzenoids"
"MEM19",19,0.0250456611098522,0.466504599424199,0.454625147184657,23.1914962620359,0.001,"TRCP","benzenoids"
"MEM27",27,0.023183639545462,0.489688238969661,0.477266857362432,22.3971602630441,0.001,"TRCP","benzenoids"
"MEM16",16,0.0197017422695151,0.509389981239176,0.49642670838574,19.757560640699,0.001,"TRCP","benzenoids"
"MEM65",65,0.0147584672098049,0.524148448448981,0.510580379769319,15.2282941526508,0.001,"TRCP","benzenoids"
"MEM28",28,0.0119643085059105,0.536112756954892,0.521912127065756,12.6377934633698,0.001,"TRCP","benzenoids"
"MEM66",66,0.0114684871141799,0.547581244069071,0.53277817639035,12.3957951020275,0.002,"TRCP","benzenoids"
"MEM6",6,0.011369505255601,0.558950749324672,0.543586328706885,12.5798163271739,0.002,"TRCP","benzenoids"
"MEM109",109,0.0109554782986532,0.569906227623326,0.554009537884557,12.4050108932325,0.001,"TRCP","benzenoids"
"MEM58",58,0.0104971713946983,0.580403399018024,0.563999416675107,12.1584047294094,0.002,"TRCP","benzenoids"
"MEM9",9,0.0102288129119693,0.590632211929993,0.573751066030199,12.1186239046652,0.001,"TRCP","benzenoids"
"MEM49",49,0.00965376979381383,0.600285981723807,0.582943018120914,11.6894188508979,0.001,"TRCP","benzenoids"
"MEM10",10,0.00959277054351559,0.609878752267323,0.59210925444099,11.8765850346426,0.002,"TRCP","benzenoids"
"MEM84",84,0.00937042843585556,0.619249180703178,0.601080573143371,11.8622108664759,0.002,"TRCP","benzenoids"
"MEM18",18,0.00923731556982355,0.628486496273002,0.609949439953983,11.9595889369074,0.002,"TRCP","benzenoids"
"MEM82",82,0.0081062854193249,0.636592781692327,0.617665322405469,10.7070437934496,0.002,"TRCP","benzenoids"
"MEM35",35,0.00774166865312109,0.644334450345448,0.625029013412215,10.4262537894005,0.002,"TRCP","benzenoids"
"MEM31",31,0.00769445253396517,0.652028902879413,0.632373631703145,10.5696948443991,0.002,"TRCP","benzenoids"
"MEM139",139,0.00734155104261958,0.659370453922033,0.63937542815645,10.2807283973187,0.002,"TRCP","benzenoids"
"MEM43",43,0.0064529093647393,0.665823363286772,0.645463862310546,9.19150090151805,0.004,"TRCP","benzenoids"
"MEM50",50,0.00602945203320981,0.671852815319982,0.65112772997177,8.72775952220155,0.002,"TRCP","benzenoids"
"MEM13",13,0.00598906155358492,0.677841876873567,0.656772463757703,8.81186899417444,0.003,"TRCP","benzenoids"
"MEM36",36,0.00577128628643309,0.68361316316,0.662208556862156,8.62810362386645,0.005,"TRCP","benzenoids"
"MEM81",81,0.00546480563790086,0.689077968797901,0.667339775938432,8.29593274917403,0.003,"TRCP","benzenoids"
"MEM100",100,0.00544763469549114,0.694525603493392,0.67247437317232,8.39951226983051,0.006,"TRCP","benzenoids"
"MEM91",91,0.00519605503507858,0.69972165852847,0.677360505440165,8.13294043959038,0.008,"TRCP","benzenoids"
"MEM154",154,0.00498553796482726,0.704707196493297,0.682040797929883,7.91830101423691,0.008,"TRCP","benzenoids"
"MEM21",21,0.00466531450776131,0.709372511001059,0.686395551400715,7.51259695754467,0.009,"TRCP","benzenoids"
"MEM118",118,0.00459006829540565,0.713962579296464,0.690687585748853,7.49399113123782,0.003,"TRCP","benzenoids"
"MEM192",192,0.00455329968845164,0.718515878984916,0.694958195037302,7.53803677154762,0.008,"TRCP","benzenoids"
"MEM95",95,0.00437261192941918,0.722888490914335,0.699050941745676,7.33735150116542,0.011,"TRCP","benzenoids"
"MEM62",62,0.0043131873715978,0.727201678285933,0.703096654168957,7.33625825791942,0.011,"TRCP","benzenoids"
"MEM108",108,0.00415090084878666,0.73135257913472,0.706982834693377,7.15386392617554,0.011,"TRCP","benzenoids"
"MEM93",93,0.00406748147282443,0.735420060607544,0.710794654993095,7.10249025213311,0.009,"TRCP","benzenoids"
"MEM33",33,0.00393068324763957,0.739350743855184,0.714473157585396,6.95204353913472,0.012,"TRCP","benzenoids"
"MEM69",69,0.00383765060973318,0.743188394464917,0.718065520010398,6.87398560824036,0.008,"TRCP","benzenoids"
"MEM96",96,0.00376098971700312,0.74694938418192,0.721589191746993,6.82193273675128,0.012,"TRCP","benzenoids"
"MEM38",38,0.00372508145685901,0.750674465638779,0.725088657527475,6.84281019035003,0.018,"TRCP","benzenoids"
"MEM32",32,0.0036611166852879,0.754335582324067,0.728532755084582,6.81063355045448,0.01,"TRCP","benzenoids"
"MEM105",105,0.00334577481106091,0.757681357135128,0.731642731037806,6.2961450089276,0.007,"TRCP","benzenoids"
"MEM170",170,0.00331396553185437,0.760995322666982,0.734731072410607,6.30889041093018,0.013,"TRCP","benzenoids"
"MEM106",106,0.00326079577388227,0.764256118440864,0.737773876239288,6.27970181686857,0.017,"TRCP","benzenoids"
"MEM150",150,0.00317452912124905,0.767430647562114,0.740733944854012,6.18336714124828,0.022,"TRCP","benzenoids"
"MEM34",34,0.00314383954835862,0.770574487110472,0.74367282298847,6.19379884111815,0.016,"TRCP","benzenoids"
"MEM74",74,0.00313936483674382,0.773713851947216,0.74661972335553,6.25691653490516,0.021,"TRCP","benzenoids"
"MEM219",219,0.00312726406309116,0.776841116010307,0.749566141300456,6.30612953081456,0.015,"TRCP","benzenoids"
"MEM80",80,0.00309744571528081,0.779938561725588,0.752492146261519,6.31984020947297,0.018,"TRCP","benzenoids"
"MEM29",29,0.00306848474064736,0.783007046466235,0.755398568003234,6.33514195471842,0.011,"TRCP","benzenoids"
"MEM55",55,0.0030145688017803,0.786021615268016,0.758257082126058,6.29742231246209,0.018,"TRCP","benzenoids"
"MEM8",8,0.00293907627758105,0.788960691545597,0.761042935494454,6.21129793023542,0.016,"TRCP","benzenoids"
"MEM236",236,0.00282483594402028,0.791785527489617,0.763711666027543,6.03729404557283,0.015,"TRCP","benzenoids"
"MEM63",63,0.00273673544587782,0.794522262935495,0.76629221347393,5.9135873079442,0.016,"TRCP","benzenoids"
"MEM126",126,0.00266906224192964,0.797191325177424,0.768807266850111,5.83009860997925,0.019,"TRCP","benzenoids"
"MEM110",110,0.00246339244448612,0.799654717621911,0.771098715834988,5.43471474615538,0.019,"TRCP","benzenoids"
"MEM92",92,0.00232252709495462,0.801977244716865,0.773239248485299,5.17230682610454,0.021,"TRCP","benzenoids"
"MEM26",26,0.00229924395999892,0.804276488676864,0.775362788140492,5.16885955887681,0.021,"TRCP","benzenoids"
"MEM73",73,0.00211161707901775,0.806388105755882,0.777280167213486,4.78792845505644,0.02,"TRCP","benzenoids"
"MEM98",98,0.00203285842342227,0.808420964179304,0.779115495229563,4.64764834860269,0.023,"TRCP","benzenoids"
"MEM158",158,0.00201534065987186,0.810436304839176,0.780938979276393,4.64595220945034,0.028,"TRCP","benzenoids"
"MEM131",131,0.0019228026781446,0.812359107517321,0.782663645174878,4.46779993731073,0.034,"TRCP","benzenoids"
"MEM12",12,0.00190346322673707,0.814262570744058,0.784373789024711,4.45794101354579,0.039,"TRCP","benzenoids"
"MEM57",57,0.00189956833580551,0.816162139079863,0.786087281648228,4.48445523470127,0.047,"TRCP","benzenoids"
"MEM208",208,0.00189301306802059,0.818055152147884,0.787801043498109,4.50507210360329,0.028,"TRCP","benzenoids"
"MEM146",146,0.00187496779580854,0.819930119943692,0.789501644841585,4.498176416489,0.035,"TRCP","benzenoids"
"MEM89",89,0.00186644015184101,0.821796560095533,0.791200145819592,4.51414240866913,0.04,"TRCP","benzenoids"
"MEM194",194,0.00185204112170478,0.823648601217238,0.792889636313268,4.51585690745823,0.032,"TRCP","benzenoids"
"MEM135",135,0.0018204745976409,0.825469075814879,0.794549844490708,4.47475773152713,0.034,"TRCP","benzenoids"
"MEM179",179,0.00177021475075778,0.827239290565637,0.796158508728146,4.38555685378326,0.042,"TRCP","benzenoids"
"MEM30",30,0.00169603257690853,0.828935323142545,0.797686974676781,4.2335210497221,0.033,"TRCP","benzenoids"
"MEM72",72,0.00163982201284774,0.830575145155393,0.799155981933036,4.12315051480401,0.044,"TRCP","benzenoids"
"MEM198",198,0.00162013996950194,0.832195285124895,0.800608515266052,4.10333814249982,0.04,"TRCP","benzenoids"
"MEM88",88,0.00158936261013143,0.833784647735026,0.802031243174972,4.05431711038002,0.039,"TRCP","benzenoids"
"MEM147",147,0.00157084380926931,0.835355491544296,0.803438589195909,4.03576734841225,0.044,"TRCP","benzenoids"
"MEM111",111,0.00155902997358104,0.836914521517877,0.804838467693194,4.03414611144128,0.06,"TRCP","benzenoids"
"MEM217",217,0.00147601349328486,0.838390535011162,0.806145416106025,3.84508222161271,0.048,"TRCP","benzenoids"
"aspect",15,0.10823406661909,0.10823406661909,0.106464689767144,61.1707260101413,0.001,"TRCP","heterocyclics"
"cos_aspect",16,0.0295782364252917,0.137812303044382,0.134384121346745,17.2559327562378,0.001,"TRCP","heterocyclics"
"pHCaCl2",13,0.0497757739459707,0.187588076990353,0.182733025657626,30.7571046327204,0.001,"TRCP","heterocyclics"
"elev_mean",19,0.0351183070263641,0.222706384016717,0.216500446962958,22.6352969565452,0.001,"TRCP","heterocyclics"
"slope",20,0.0263701638835926,0.249076547900309,0.241567313379312,17.5584900230894,0.001,"TRCP","heterocyclics"
"TotN",11,0.0156968631813254,0.264773411081635,0.255933011214881,10.6534976367008,0.001,"TRCP","heterocyclics"
"Mn",8,0.0098203120035662,0.274593723085201,0.264397249313306,6.74176049120454,0.01,"TRCP","heterocyclics"
"Fe",5,0.0177159510505732,0.292309674135774,0.280918280560495,12.4416391610023,0.001,"TRCP","heterocyclics"
"NH4",10,0.00309975179202943,0.295409425927804,0.282624516317623,2.18208551948221,0.143,"TRCP","heterocyclics"
"convexity",18,0.00190625288077872,0.297315678808582,0.283120035956231,1.34284364618465,0.242,"TRCP","heterocyclics"
"BS",2,0.00195389068505908,0.299269569493641,0.283666260312326,1.37745123716363,0.241,"TRCP","heterocyclics"
"K",6,0.00167532437164936,0.300944893865291,0.283929353756535,1.1815018701315,0.275,"TRCP","heterocyclics"
"sin_aspect",17,0.00108626924483868,0.30203116311013,0.283588897094747,0.765713940527917,0.375,"TRCP","heterocyclics"
"MEM2",2,0.0957119747317219,0.0957119747317219,0.0939177524593642,53.3445472204242,0.001,"TRCP","heterocyclics"
"MEM4",4,0.0546599130883008,0.150371887820023,0.146993644829247,32.3599653651659,0.001,"TRCP","heterocyclics"
"MEM20",20,0.0470713785472866,0.197443266367309,0.192647110588628,29.4431920392467,0.001,"TRCP","heterocyclics"
"MEM5",5,0.0455660034751854,0.243009269842495,0.236965431677565,30.1569977433119,0.001,"TRCP","heterocyclics"
"MEM27",27,0.0335804003394123,0.276589670181907,0.269355566883726,23.2097876925923,0.001,"TRCP","heterocyclics"
"MEM6",6,0.0333391287082924,0.309928798890199,0.301631349578258,24.1079836380403,0.001,"TRCP","heterocyclics"
"MEM35",35,0.019828180312329,0.329756979202528,0.320335892564813,14.7326171092256,0.001,"TRCP","heterocyclics"
"MEM9",9,0.019788392481158,0.349545371683686,0.339075277062901,15.1199340199835,0.001,"TRCP","heterocyclics"
"MEM16",16,0.0174140653196158,0.366959437003302,0.355472813884411,13.6442700569481,0.001,"TRCP","heterocyclics"
"MEM63",63,0.0167843288961245,0.383743765899427,0.371294145008506,13.4817991994962,0.001,"TRCP","heterocyclics"
"MEM40",40,0.016767062745601,0.400510828645028,0.387161879485302,13.8166448905253,0.001,"TRCP","heterocyclics"
"MEM45",45,0.0165265774516148,0.417037406096643,0.40284764721867,13.9762015073592,0.001,"TRCP","heterocyclics"
"MEM1",1,0.015273817399479,0.432311223496122,0.417311316799881,13.2373907527699,0.001,"TRCP","heterocyclics"
"MEM28",28,0.0146969274276946,0.447008150923816,0.431240562559118,13.0493629861874,0.001,"TRCP","heterocyclics"
"MEM43",43,0.0133382853652226,0.460346436289039,0.443826429236662,12.1110287570706,0.001,"TRCP","heterocyclics"
"MEM19",19,0.0126614771163144,0.473007913405353,0.455764818547451,11.7486817494475,0.001,"TRCP","heterocyclics"
"MEM36",36,0.0111004086503027,0.484108322055656,0.466136685733824,10.5002651776293,0.003,"TRCP","heterocyclics"
"MEM25",25,0.0101037896229347,0.494212111678591,0.475517692808395,9.72847642259548,0.001,"TRCP","heterocyclics"
"MEM120",120,0.0097746370747096,0.5039867487533,0.484595284198388,9.57731190924604,0.004,"TRCP","heterocyclics"
"MEM179",179,0.00892843513035646,0.512915183883657,0.492829212085045,8.89021972138127,0.002,"TRCP","heterocyclics"
"MEM87",87,0.00888405657092406,0.521799240454581,0.50105086039166,8.99179537986251,0.002,"TRCP","heterocyclics"
"MEM208",208,0.00776744100625748,0.529566681460838,0.508139076889696,7.97493259548973,0.007,"TRCP","heterocyclics"
"MEM49",49,0.00755411066395217,0.53712079212479,0.515033195068505,7.86615876902073,0.003,"TRCP","heterocyclics"
"MEM66",66,0.00741544002265415,0.544536232147445,0.521810389260831,7.83119734795527,0.008,"TRCP","heterocyclics"
"MEM198",198,0.00627125790701366,0.550807490054458,0.527412046828128,6.70136684988693,0.011,"TRCP","heterocyclics"
"MEM54",54,0.00620843860245635,0.557015928656915,0.532970864241632,6.71320321193533,0.009,"TRCP","heterocyclics"
"MEM196",196,0.00585403452803412,0.562869963184949,0.538178517590793,6.40136405356248,0.012,"TRCP","heterocyclics"
"MEM41",41,0.00578553363989398,0.568655496824843,0.543335484059844,6.39790127361097,0.013,"TRCP","heterocyclics"
"MEM44",44,0.00573178952443165,0.574387286349274,0.548457100013411,6.4103625811057,0.011,"TRCP","heterocyclics"
"MEM11",11,0.0055699828736776,0.579957269222952,0.55342825464756,6.29874455892246,0.016,"TRCP","heterocyclics"
"MEM65",65,0.00523765989524005,0.585194929118192,0.558066327436048,5.98510231580842,0.013,"TRCP","heterocyclics"
"MEM33",33,0.00517984080709755,0.59037476992529,0.562662280787043,5.98123485047608,0.02,"TRCP","heterocyclics"
"MEM134",134,0.00516544041381672,0.595540210339106,0.567262301316205,6.02801054059201,0.019,"TRCP","heterocyclics"
"MEM96",96,0.00464995500855481,0.600190165347661,0.571329158175305,5.47792630197248,0.014,"TRCP","heterocyclics"
"MEM73",73,0.00464843341244381,0.604838598760105,0.575411685901815,5.5287882292994,0.021,"TRCP","heterocyclics"
"MEM55",55,0.00462976297576456,0.609468361735869,0.579491519566341,5.56000749461689,0.021,"TRCP","heterocyclics"
"MEM3",3,0.00453876848466206,0.614007130220532,0.583490599917454,5.50306447897715,0.021,"TRCP","heterocyclics"
"MEM53",53,0.00444933152735172,0.618456461747883,0.587410092468268,5.44587344551032,0.024,"TRCP","heterocyclics"
"MEM145",145,0.00431699192164647,0.62277345366953,0.59120299163758,5.33291799067843,0.024,"TRCP","heterocyclics"
"MEM29",29,0.00425005366817088,0.627023507337701,0.594939507968901,5.29865821192335,0.018,"TRCP","heterocyclics"
"MEM18",18,0.00414301477126489,0.631166522108966,0.598575632898766,5.21199665729594,0.011,"TRCP","heterocyclics"
"MEM114",114,0.0041261113832205,0.635292633492186,0.602209027891045,5.23814363478222,0.028,"TRCP","heterocyclics"
"MEM99",99,0.00396284328186292,0.639255476774049,0.605679687815789,5.07515285290674,0.022,"TRCP","heterocyclics"
"MEM77",77,0.003807449917693,0.643062926691742,0.608995179998546,4.91748978549117,0.033,"TRCP","heterocyclics"
"MEM78",78,0.00378918916106252,0.646852115852804,0.612305040229709,4.93568584814811,0.021,"TRCP","heterocyclics"
"MEM182",182,0.00372899882624578,0.65058111467905,0.615563100028149,4.89844863329197,0.024,"TRCP","heterocyclics"
"MEM17",17,0.00367780974548237,0.654258924424533,0.618778945053251,4.87196049999924,0.031,"TRCP","heterocyclics"
"MEM195",195,0.0035519954849087,0.657810919909441,0.621869834910871,4.74375727061099,0.03,"TRCP","heterocyclics"
"MEM59",59,0.00343176355172348,0.661242683461165,0.624841129710281,4.61948451940375,0.036,"TRCP","heterocyclics"
"elev_mean",19,0.249735834576637,0.249735834576637,0.248247215200797,167.763391119181,0.001,"TRCP","lipids"
"cos_aspect",16,0.0405822486502372,0.290318083226875,0.287496286341097,28.7634087731659,0.001,"TRCP","lipids"
"Mn",8,0.0306668100188583,0.320984893245733,0.316927034042022,22.6721592440773,0.001,"TRCP","lipids"
"slope",20,0.0212498197130266,0.342234712958759,0.336983093900546,16.1853473966601,0.001,"TRCP","lipids"
"Al",1,0.00591904473412685,0.348153757692886,0.341635295269815,4.54021542962131,0.028,"TRCP","lipids"
"pHCaCl2",13,0.0111612957057173,0.359315053398604,0.351611426786162,8.69301922371842,0.005,"TRCP","lipids"
"K",6,0.0122889910140651,0.371604044412669,0.362771169534935,9.73895116699857,0.006,"TRCP","lipids"
"BS",2,0.00928380385555228,0.380887848268221,0.37092226031278,7.45268931211101,0.007,"TRCP","lipids"
"NH4",10,0.00617355451530172,0.387061402783523,0.375939533075966,4.99574191198827,0.017,"TRCP","lipids"
"Ca",3,0.00909233909235935,0.396153741875882,0.383954827570344,7.45340024909582,0.014,"TRCP","lipids"
"Fe",5,0.00386539846646389,0.400019140342346,0.386659242657661,3.1826129312237,0.09,"TRCP","lipids"
"TEB",14,0.00231078429713949,0.402329924639485,0.38778217432645,1.90609619831241,0.153,"TRCP","lipids"
"Mg",7,0.00993087323455677,0.412260797874042,0.396731103508925,8.31319335808881,0.004,"TRCP","lipids"
"Na",9,0.00326004286070652,0.415520840734749,0.398855447191544,2.73864520100104,0.095,"TRCP","lipids"
"sin_aspect",17,0.0018388459955716,0.41735968673032,0.399523758773085,1.54646789332793,0.213,"TRCP","lipids"
"aspect",15,0.00371960936717919,0.4210792960975,0.402137105376763,3.14186203445395,0.077,"TRCP","lipids"
"TotN",11,0.00147872057074672,0.422558016668246,0.402442209871853,1.24967643391771,0.267,"TRCP","lipids"
"convexity",18,0.00182653946004152,0.424384556128288,0.403109241981079,1.54534546720478,0.213,"TRCP","lipids"
"MEM17",17,0.0552412542089459,0.0552412542089459,0.0533667328879319,29.4695256808623,0.001,"TRCP","lipids"
"MEM6",6,0.0546076095404603,0.109848863749406,0.106309495414414,30.8572628627403,0.001,"TRCP","lipids"
"MEM3",3,0.0474466141120477,0.157295477861454,0.152259395059829,28.2639996090256,0.001,"TRCP","lipids"
"MEM14",14,0.0435768276266265,0.20087230548808,0.194492044454053,27.3197772907547,0.001,"TRCP","lipids"
"MEM44",44,0.0422568419519152,0.243129147439996,0.235560438914395,27.9154903435558,0.001,"TRCP","lipids"
"MEM20",20,0.0413460220153286,0.284475169455324,0.275871664478835,28.83431029213,0.001,"TRCP","lipids"
"MEM22",22,0.0373437948320041,0.321818964287328,0.312286299126708,27.4221909003914,0.001,"TRCP","lipids"
"MEM16",16,0.0368482518698277,0.358667216157156,0.348343952030913,28.5555044754924,0.001,"TRCP","lipids"
"MEM1",1,0.0366161568350067,0.395283372992163,0.384310692260165,30.0332634808269,0.001,"TRCP","lipids"
"MEM7",7,0.0294655749520057,0.424748947944168,0.413127714569303,25.3549464170771,0.001,"TRCP","lipids"
"MEM19",19,0.0275291572432919,0.45227810518746,0.440081868663294,24.8290305846558,0.001,"TRCP","lipids"
"MEM2",2,0.0258702234464394,0.478148328633899,0.465446056714238,24.4399335269105,0.001,"TRCP","lipids"
"MEM27",27,0.0256998340630991,0.503848162696999,0.49073845967883,25.4847758455903,0.001,"TRCP","lipids"
"MEM15",15,0.0224032842430633,0.526251446940062,0.512743341557497,23.2190947967969,0.001,"TRCP","lipids"
"MEM4",4,0.0214759056890759,0.547727352629138,0.533882271587173,23.2673672591528,0.001,"TRCP","lipids"
"MEM58",58,0.0152161780821376,0.562943530711275,0.548643114538229,17.0245988905609,0.001,"TRCP","lipids"
"MEM84",84,0.0108175072403336,0.573761037951609,0.558912549519595,12.3849389739352,0.001,"TRCP","lipids"
"MEM49",49,0.010767286976885,0.584528324928494,0.569172082318048,12.6210017971514,0.001,"TRCP","lipids"
"MEM28",28,0.0106829294197021,0.595211254348196,0.57938617992971,12.8262056535565,0.001,"TRCP","lipids"
"MEM82",82,0.00903480940712298,0.604246063755319,0.587926313807085,11.0722399985062,0.001,"TRCP","lipids"
"MEM139",139,0.00773653243603223,0.611982596191351,0.595147130323621,9.65029316284533,0.002,"TRCP","lipids"
"MEM66",66,0.00749217291251825,0.619474769103869,0.602142356930547,9.50980177641385,0.002,"TRCP","lipids"
"MEM111",111,0.00697578047478786,0.626450549578657,0.608625575803365,9.00102030683015,0.003,"TRCP","lipids"
"MEM35",35,0.00691549306721295,0.63336604264587,0.615072456416142,9.07267889023309,0.002,"TRCP","lipids"
