"variables","order","R2","R2Cum","AdjR2Cum","F","pvalue","site","trait"
"MEM110",110,0.00361431515112842,0.73252046277158,0.701816409932997,6.12115895079847,0.012,"TRCP","BarkThickness"
"MEM84",84,0.00358871786255743,0.736109180634137,0.705166230575751,6.14686209157982,0.016,"TRCP","BarkThickness"
"MEM40",40,0.00355763364076789,0.739666814274905,0.708496100241302,6.16322797079209,0.014,"TRCP","BarkThickness"
"MEM215",215,0.00346125390090546,0.743128068175811,0.711732609841743,6.06358290820773,0.012,"TRCP","BarkThickness"
"MEM195",195,0.00335054690487291,0.746478615080684,0.714859021415914,5.93399866747617,0.01,"TRCP","BarkThickness"
"MEM230",230,0.00317006797031305,0.749648683050997,0.717795948528467,5.67279001368121,0.018,"TRCP","BarkThickness"
"MEM91",91,0.00316545708486438,0.752814140135861,0.720740807088613,5.72427289211479,0.012,"TRCP","BarkThickness"
"MEM217",217,0.00316457189126629,0.755978712027127,0.723697868999326,5.78391776893525,0.01,"TRCP","BarkThickness"
"MEM17",17,0.00314075051051244,0.75911946253764,0.726641187823614,5.80218722484554,0.012,"TRCP","BarkThickness"
"MEM58",58,0.00312940977894383,0.762248872316584,0.729584866035754,5.84416972230402,0.021,"TRCP","BarkThickness"
"MEM68",68,0.00275466473503261,0.765003537051616,0.732114641559969,5.19291423500057,0.035,"TRCP","BarkThickness"
"MEM20",20,0.0027324202382204,0.767735957289837,0.734630448939745,5.1998136741317,0.019,"TRCP","BarkThickness"
"MEM87",87,0.00272818306151201,0.770464140351349,0.737152813781023,5.24157197907297,0.015,"TRCP","BarkThickness"
"MEM88",88,0.00270559222008193,0.773169732571431,0.73966071579221,5.24824394174351,0.025,"TRCP","BarkThickness"
"MEM60",60,0.0025205580873543,0.775690290658785,0.741967190848944,4.93302320081613,0.028,"TRCP","BarkThickness"
"MEM102",102,0.00243156335417138,0.778121854012956,0.744181589672472,4.80004348508148,0.033,"TRCP","BarkThickness"
"MEM241",241,0.00235986052344417,0.7804817145364,0.746323262793781,4.69782754802039,0.027,"TRCP","BarkThickness"
"MEM181",181,0.00234832184549894,0.782830036381899,0.748461395350594,4.71459453959313,0.033,"TRCP","BarkThickness"
"MEM80",80,0.0022957759513843,0.785125812333284,0.750548356846686,4.64766173031989,0.034,"TRCP","BarkThickness"
"MEM75",75,0.00219968618097288,0.787325498514256,0.752533126151381,4.48884937250565,0.038,"TRCP","BarkThickness"
"MEM53",53,0.00212023682401064,0.789445735338267,0.754434402646247,4.36021823766678,0.04,"TRCP","BarkThickness"
"MEM47",47,0.0020173427303336,0.791463078068601,0.756224200057045,4.17907798500452,0.035,"TRCP","BarkThickness"
"MEM111",111,0.00188540159191108,0.793348479660512,0.757867708186911,3.93226280057713,0.049,"TRCP","BarkThickness"
"MEM188",188,0.00181535841066449,0.795163838071176,0.759436600525451,3.81087064527686,0.063,"TRCP","BarkThickness"
"MEM218",218,0.00175665977737138,0.796920497848548,0.760943709588617,3.71089665135332,0.057,"TRCP","BarkThickness"
"MEM203",203,0.00162836797317556,0.798548865821723,0.762306488878435,3.45960570220653,0.069,"TRCP","BarkThickness"
"Fe",5,0.216868879043889,0.216868879043889,0.21531504745469,139.570388806251,0.001,"TRCP","LeafSize"
"elev_mean",19,0.0282899302026224,0.245158809246511,0.242157452623237,18.8514287061027,0.001,"TRCP","LeafSize"
"slope",20,0.0268369601750255,0.271995769421536,0.267645146529633,18.5055985143905,0.001,"TRCP","LeafSize"
"NH4",10,0.0265124553764311,0.298508224797968,0.292907492061824,18.9349905631702,0.001,"TRCP","LeafSize"
"K",6,0.0137116593971234,0.312219884195091,0.305342083037042,9.96805452937282,0.003,"TRCP","LeafSize"
"Na",9,0.00553439803243694,0.317754282227528,0.30955092690361,4.04790319124735,0.051,"TRCP","LeafSize"
"Al",1,0.00378832115814098,0.321542603385669,0.312006053634062,2.78069624735278,0.079,"TRCP","LeafSize"
"BS",2,0.00210265428681455,0.323645257672483,0.312758259808056,1.54507555746655,0.222,"TRCP","LeafSize"
"pHCaCl2",13,0.00273532093246998,0.326380578604953,0.314157645555447,2.01407373275459,0.141,"TRCP","LeafSize"
"Mn",8,0.00685727296744437,0.333237851572398,0.319767909179921,5.09079606106873,0.027,"TRCP","LeafSize"
"convexity",18,0.00151638227483292,0.334754233847231,0.319941069013869,1.12603925027527,0.277,"TRCP","LeafSize"
"cos_aspect",16,0.0011156046099578,0.335869838457188,0.319704398419635,0.828140482931132,0.368,"TRCP","LeafSize"
"MEM6",6,0.0621656930904078,0.0621656930904078,0.0603049107354283,33.4083633822386,0.001,"TRCP","LeafSize"
"MEM7",7,0.038149340876671,0.100315033967079,0.0967377577601884,21.3287085873827,0.001,"TRCP","LeafSize"
"MEM10",10,0.032915992218599,0.133231026185678,0.128051131919855,19.0637050851296,0.001,"TRCP","LeafSize"
"MEM3",3,0.0326741374219687,0.165905163607646,0.159245723796131,19.6257573289976,0.001,"TRCP","LeafSize"
"MEM12",12,0.0268452923887919,0.192750455996438,0.184677960556403,16.6276293298677,0.002,"TRCP","LeafSize"
"MEM40",40,0.0262050503343231,0.218955506330761,0.209564189773616,16.7420937255399,0.001,"TRCP","LeafSize"
"MEM21",21,0.0232602031461468,0.242215709476908,0.231564123063933,15.286119429561,0.001,"TRCP","LeafSize"
"MEM24",24,0.0215151782928743,0.263730887769782,0.251879473488411,14.5232815473794,0.001,"TRCP","LeafSize"
"MEM49",49,0.0175973632435888,0.281328251013371,0.268287836213211,12.1450330851707,0.001,"TRCP","LeafSize"
"MEM138",138,0.016765824748898,0.298094075762269,0.283914158100901,11.8236404112379,0.002,"TRCP","LeafSize"
"MEM66",66,0.0148756439799816,0.312969719742251,0.297671474635297,10.6961342713366,0.001,"TRCP","LeafSize"
"MEM34",34,0.0146769575456917,0.327646677287943,0.311281079169191,10.761812019965,0.001,"TRCP","LeafSize"
"MEM17",17,0.0137047129194795,0.341351390207422,0.323948073282008,10.2372018343853,0.001,"TRCP","LeafSize"
"MEM16",16,0.0116108130409212,0.352962203248343,0.334513060367441,8.81078235570276,0.003,"TRCP","LeafSize"
"MEM69",69,0.0115216992789079,0.364483902527251,0.34502932811482,8.88353995928008,0.005,"TRCP","LeafSize"
"MEM15",15,0.0109281442549172,0.375412046782168,0.354975631134959,8.55582070247002,0.005,"TRCP","LeafSize"
"MEM103",103,0.0104608681202688,0.385872914902437,0.36447914349535,8.31245481035927,0.005,"TRCP","LeafSize"
"MEM9",9,0.0103720820795138,0.396244996981951,0.373929616993604,8.36631406360737,0.004,"TRCP","LeafSize"
"MEM143",143,0.00927152149125443,0.405516518473205,0.382275394709812,7.57962093947023,0.005,"TRCP","LeafSize"
"MEM1",1,0.0089647857257959,0.414481304199001,0.390336203341228,7.42575960117377,0.009,"TRCP","LeafSize"
"MEM72",72,0.00876119789535157,0.423242502094353,0.398217899912496,7.35217105412275,0.005,"TRCP","LeafSize"
"MEM249",249,0.00833972851879999,0.431582230613153,0.405691566169032,7.08649358186937,0.012,"TRCP","LeafSize"
"MEM50",50,0.00742260825792879,0.439004838871082,0.412235360228,6.37741183564239,0.015,"TRCP","LeafSize"
"MEM145",145,0.00736576381523774,0.446370602686319,0.418746682654036,6.39946580206969,0.012,"TRCP","LeafSize"
"MEM172",172,0.00697255178576234,0.453343154472082,0.424871443767503,6.12235058345208,0.017,"TRCP","LeafSize"
"MEM13",13,0.0063130373391122,0.459656191811194,0.430326465270674,5.59633485126959,0.02,"TRCP","LeafSize"
"MEM45",45,0.0062693853677816,0.465925577178976,0.435758193463144,5.61113971713987,0.016,"TRCP","LeafSize"
"MEM29",29,0.00573253467797147,0.471658111856947,0.440644332259451,5.17547274361109,0.025,"TRCP","LeafSize"
"MEM128",128,0.00567757663551238,0.477335688492459,0.445492694724143,5.17067344948212,0.021,"TRCP","LeafSize"
"MEM90",90,0.00546984658970667,0.482805535082166,0.450140621508408,5.02359809771638,0.025,"TRCP","LeafSize"
"MEM18",18,0.00527483570780019,0.488080370789966,0.454600395039943,4.88411067447359,0.025,"TRCP","LeafSize"
"MEM75",75,0.00515995635720551,0.493240327147172,0.458956374649729,4.81620674987494,0.03,"TRCP","LeafSize"
"MEM121",121,0.00503789338304295,0.498278220530215,0.4632002147622,4.73945077550589,0.032,"TRCP","LeafSize"
"MEM28",28,0.00489052282629626,0.503168743356511,0.467304066656132,4.63625470496196,0.03,"TRCP","LeafSize"
"MEM31",31,0.0045723169942895,0.5077410603508,0.471083479738626,4.3655661974316,0.031,"TRCP","LeafSize"
"MEM181",181,0.00456918955401864,0.512310249904819,0.474875642221607,4.3940843546876,0.048,"TRCP","LeafSize"
"MEM43",43,0.00443626403003761,0.516746513934857,0.47854057593398,4.29623712176952,0.036,"TRCP","LeafSize"
"MEM186",186,0.00442529948967474,0.521171813424531,0.482209348564001,4.31598414549972,0.046,"TRCP","LeafSize"
"MEM42",42,0.00441092145215993,0.525582734876691,0.485878285649633,4.33266145188092,0.044,"TRCP","LeafSize"
"MEM22",22,0.00426702260364842,0.52984975748034,0.489406725865745,4.22027967073428,0.045,"TRCP","LeafSize"
"MEM187",187,0.00410838051005769,0.533958137990397,0.492777714838687,4.0903805260041,0.039,"TRCP","LeafSize"
"MEM30",30,0.00406077282563877,0.538018910816036,0.496111339011011,4.06972896139926,0.044,"TRCP","LeafSize"
"MEM176",176,0.00402806202712669,0.542046972843163,0.499423639146747,4.06365838017531,0.056,"TRCP","LeafSize"
"MEM217",217,0.00400005914562052,0.546047031988783,0.502719633740424,4.06215488403965,0.04,"TRCP","LeafSize"
"MEM38",38,0.00393793758076,0.549984969569543,0.505961760070912,4.02531285547702,0.043,"TRCP","LeafSize"
"MEM135",135,0.00390574460032433,0.553890714169868,0.509182594021314,4.01860447314585,0.052,"TRCP","LeafSize"
"MEM83",83,0.00375789239330171,0.55764860656317,0.512254467935372,3.89083145587053,0.046,"TRCP","LeafSize"
"MEM155",155,0.00373729979611592,0.561385906359285,0.515317030003149,3.89396061728928,0.048,"TRCP","LeafSize"
"MEM131",131,0.00373454587370359,0.565120452232989,0.518389974512411,3.91591861965696,0.051,"TRCP","LeafSize"
"MEM101",101,0.00370615315997003,0.568826605392959,0.5214449136779,3.91095487077353,0.038,"TRCP","LeafSize"
"MEM92",92,0.00367402681933848,0.572500632212298,0.524477575478437,3.90177928124565,0.055,"TRCP","LeafSize"
"MEM122",122,0.00360707004250416,0.576107702254802,0.527448983749834,3.85475918752499,0.035,"TRCP","LeafSize"
"MEM58",58,0.00359598396910821,0.57970368622391,0.530421153856359,3.86723533079289,0.047,"TRCP","LeafSize"
"MEM53",53,0.00342650303993652,0.583130189263846,0.533216730772156,3.70703953899281,0.079,"TRCP","LeafSize"
"MEM196",196,0.00340915197824077,0.586539341242087,0.536005260727231,3.71043376851628,0.064,"TRCP","LeafSize"
"MEM84",84,0.00327789270015022,0.589817233942237,0.538658581605412,3.58809278242614,0.073,"TRCP","LeafSize"
"MEM8",8,0.00325269695770081,0.593069930899938,0.541295346215332,3.58097950410158,0.07,"TRCP","LeafSize"
"MEM11",11,0.00322958803797413,0.596299518937912,0.543917801037239,3.5759824936954,0.058,"TRCP","LeafSize"
"MEM190",190,0.00313711459037647,0.599436633528289,0.546447309264094,3.49296322235377,0.057,"TRCP","LeafSize"
"MEM61",61,0.0030864686567954,0.602523102185084,0.548930711468466,3.4554927841706,0.064,"TRCP","LeafSize"
"MEM67",67,0.0030796515079764,0.605602753693061,0.55141754643017,3.46697468693118,0.063,"TRCP","LeafSize"
"MEM139",139,0.00307745739760834,0.608680211090669,0.553913107450988,3.48388623775011,0.065,"TRCP","LeafSize"
"MEM95",95,0.00303521295996168,0.611715424050631,0.556371694899476,3.45510538249656,0.08,"TRCP","LeafSize"
"pHCaCl2",13,0.543186432604352,0.543186432604352,0.542280056478567,599.294726716125,0.001,"TRCP","LWC"
"elev_mean",19,0.149116367125389,0.692302799729741,0.691079351617335,243.764105094851,0.001,"TRCP","LWC"
"P",12,0.0540848140028748,0.746387613732616,0.744872001862492,107.055404623725,0.001,"TRCP","LWC"
"aspect",15,0.0150772488464349,0.761464862579051,0.759560390423993,31.6670397230982,0.001,"TRCP","LWC"
"cos_aspect",16,0.0134212954524775,0.774886158031528,0.772635019611844,29.8100182003851,0.001,"TRCP","LWC"
"K",6,0.00621936189528227,0.781105519926811,0.77847352217042,14.1778887467065,0.002,"TRCP","LWC"
"convexity",18,0.00441704660596187,0.785522566532772,0.782507823492068,10.2560403405104,0.004,"TRCP","LWC"
"NH4",10,0.00351547810805686,0.789038044640829,0.785642278759796,8.28202704477969,0.003,"TRCP","LWC"
"Mn",8,0.00209093568037555,0.791128980321205,0.787338981980259,4.96528479183539,0.03,"TRCP","LWC"
"TotN",11,0.00170765335714573,0.792836633678351,0.788651515166802,4.08029868791914,0.051,"TRCP","LWC"
"Na",9,0.00154457893772553,0.794381212616076,0.789802656621697,3.71085738294781,0.051,"TRCP","LWC"
"sin_aspect",17,0.00158557083394584,0.795966783450022,0.791000457692213,3.83117236670051,0.043,"TRCP","LWC"
"slope",20,0.00111039794149159,0.797077181391514,0.791715399599013,2.69223437245818,0.097,"TRCP","LWC"
"MEM8",8,0.151087046174562,0.151087046174562,0.149402695075702,89.7004468230057,0.001,"TRCP","LWC"
"MEM6",6,0.105948479753455,0.257035525928018,0.254081392830316,71.7289819039515,0.001,"TRCP","LWC"
"MEM2",2,0.0830176277861369,0.340053153714155,0.336109248258263,63.1487965783685,0.001,"TRCP","LWC"
"MEM38",38,0.0474992575267959,0.38755241124095,0.382662610133094,38.8557787763404,0.001,"TRCP","LWC"
"MEM7",7,0.0471700037182945,0.434722414959245,0.429069639108837,41.7228676375817,0.001,"TRCP","LWC"
"MEM3",3,0.0357176507570268,0.470440065716272,0.464072611596628,33.6564505240819,0.001,"TRCP","LWC"
"MEM41",41,0.0309458712482595,0.501385936964531,0.494377305556402,30.9077601779093,0.001,"TRCP","LWC"
"MEM16",16,0.0306844561351162,0.532070393099647,0.5245383269926,32.5907454332128,0.001,"TRCP","LWC"
"MEM22",22,0.0306203573612904,0.562690750460938,0.554755703594302,34.7298788379353,0.001,"TRCP","LWC"
"MEM13",13,0.0259696934061099,0.588660443867048,0.58035055384416,31.2515488587473,0.001,"TRCP","LWC"
"MEM14",14,0.0251500867627633,0.613810530629811,0.605211169975819,32.1711073092355,0.001,"TRCP","LWC"
"MEM44",44,0.0214046381517725,0.635215168781584,0.626336024816835,28.9279753590014,0.001,"TRCP","LWC"
"MEM4",4,0.0171441810832685,0.652359349864852,0.643173722930387,24.2633796988039,0.001,"TRCP","LWC"
"MEM12",12,0.0170934922763487,0.669452842141201,0.660027872263353,25.3909450078298,0.001,"TRCP","LWC"
"MEM18",18,0.00925147347239152,0.678704315613592,0.668868733438498,14.1091904490692,0.001,"TRCP","LWC"
"MEM43",43,0.00916001524848764,0.68786433086208,0.677651302833027,14.3503223097879,0.001,"TRCP","LWC"
"MEM10",10,0.0084845377240137,0.696348868586094,0.685770857860609,13.6355639119119,0.001,"TRCP","LWC"
"MEM58",58,0.00843514582566873,0.704784014411762,0.693872540611786,13.9149511464136,0.001,"TRCP","LWC"
"MEM23",23,0.00831208427338781,0.71309609868515,0.701879691020578,14.0802301340382,0.001,"TRCP","LWC"
"MEM47",47,0.00798800772294095,0.721084106408091,0.709582420074404,13.8901505243542,0.001,"TRCP","LWC"
"MEM72",72,0.00781935399156641,0.728903460399658,0.71714100723518,13.9602199921012,0.002,"TRCP","LWC"
"MEM32",32,0.00741796449592946,0.736321424895587,0.724311220646525,13.5880469246133,0.001,"TRCP","LWC"
"MEM28",28,0.00637934886458369,0.742700773760171,0.730423009852461,11.9504679344168,0.001,"TRCP","LWC"
"MEM5",5,0.0062758464016418,0.748976620161813,0.736451545076331,12.0255018522003,0.002,"TRCP","LWC"
"MEM9",9,0.006091598727756,0.755068218889569,0.742311355290067,11.9378848104835,0.001,"TRCP","LWC"
"MEM89",89,0.00563668588974131,0.76070490477931,0.747716026959398,11.2830249976333,0.002,"TRCP","LWC"
"MEM74",74,0.0055323351598594,0.766237239939169,0.75303306729975,11.3125640958579,0.003,"TRCP","LWC"
"MEM66",66,0.00524731833839309,0.771484558277562,0.758070653941654,10.9531803564229,0.001,"TRCP","LWC"
"MEM40",40,0.00524616254759713,0.776730720825159,0.763128180707365,11.1845811563745,0.003,"TRCP","LWC"
"MEM15",15,0.0049548309895574,0.781685551814717,0.767897270876699,10.7805266193024,0.001,"TRCP","LWC"
"MEM87",87,0.004637648182515,0.786323199997232,0.772348556959076,10.2877113401344,0.002,"TRCP","LWC"
"MEM30",30,0.00425201180758272,0.790575211804815,0.776406938607677,9.60345526582161,0.003,"TRCP","LWC"
"MEM127",127,0.0040417639813598,0.794616975786174,0.780257569432242,9.28856027173743,0.007,"TRCP","LWC"
"MEM111",111,0.00371573756729926,0.798332713353474,0.783774989901283,8.67821659774435,0.006,"TRCP","LWC"
"MEM129",129,0.00357906117313955,0.801911774526613,0.787160523693489,8.49196739157819,0.002,"TRCP","LWC"
"MEM21",21,0.00347262500309875,0.805384399529712,0.790445888619413,8.36860520183202,0.01,"TRCP","LWC"
"MEM64",64,0.00342717509269652,0.808811574622408,0.793696250393838,8.38920002722069,0.007,"TRCP","LWC"
"MEM20",20,0.00340619931239572,0.812217773934804,0.796937849758193,8.47095655547576,0.004,"TRCP","LWC"
"MEM138",138,0.00299106079941858,0.815208834734223,0.79974347970125,7.54275417076549,0.011,"TRCP","LWC"
"MEM91",91,0.00294865914456643,0.818157493878789,0.802515127760836,7.54018700836338,0.006,"TRCP","LWC"
"MEM1",1,0.00294772966496493,0.821105223543754,0.805297710968957,7.64553662011618,0.006,"TRCP","LWC"
"MEM187",187,0.00288493257233946,0.823990156116094,0.808023820385804,7.58891520791414,0.008,"TRCP","LWC"
"MEM68",68,0.00287147291048062,0.826861629026574,0.810747018741169,7.66219802799036,0.006,"TRCP","LWC"
"MEM77",77,0.00275375602871564,0.82961538505529,0.813353079073582,7.45068168067789,0.009,"TRCP","LWC"
"MEM109",109,0.00268467757105983,0.83230006262635,0.815894633970232,7.36405571777849,0.013,"TRCP","LWC"
"MEM65",65,0.00243953221152537,0.834739594837875,0.818177549876093,6.77564165470638,0.011,"TRCP","LWC"
"MEM17",17,0.0024155929742381,0.837155187812113,0.820444038963138,6.79383989785672,0.013,"TRCP","LWC"
"MEM50",50,0.00238124294961939,0.839536430761733,0.822682489134956,6.78177628194338,0.015,"TRCP","LWC"
"MEM188",188,0.0023755269957576,0.84191195775749,0.824924426902484,6.85213311961798,0.01,"TRCP","LWC"
"MEM69",69,0.00229634266341128,0.844208300420901,0.827088333434187,6.7066211786312,0.017,"TRCP","LWC"
"MEM60",60,0.00226568817702244,0.846473988597924,0.829227674541744,6.69998798883847,0.016,"TRCP","LWC"
"MEM29",29,0.00225154891116219,0.848725537509086,0.831360698547657,6.74239154422866,0.011,"TRCP","LWC"
"MEM42",42,0.00221425258625418,0.85093979009534,0.833461491146342,6.71434831352404,0.007,"TRCP","LWC"
"MEM56",56,0.0021569937552145,0.853096783850555,0.835507485242861,6.62207546642206,0.014,"TRCP","LWC"
"MEM83",83,0.0021405513561179,0.855237335206673,0.837544120620822,6.65398161624237,0.01,"TRCP","LWC"
"MEM25",25,0.00209857637469046,0.857335911581363,0.839542617702869,6.60475108123234,0.014,"TRCP","LWC"
"MEM94",94,0.00208853868923031,0.859424450270593,0.8415387218452,6.65596068858517,0.008,"TRCP","LWC"
"MEM124",124,0.00199810103836018,0.861422551308954,0.843441584812129,6.44514076845396,0.008,"TRCP","LWC"
"MEM171",171,0.00197352164734033,0.863396072956294,0.845325149872037,6.44337738864689,0.015,"TRCP","LWC"
"MEM34",34,0.00193359215825939,0.865329665114553,0.847171867152471,6.38929509722645,0.011,"TRCP","LWC"
"MEM39",39,0.00185920703148168,0.867188872146035,0.848942298274207,6.21550268653352,0.012,"TRCP","LWC"
"MEM49",49,0.00178938315214394,0.868978255298179,0.850641126242845,6.05011586591053,0.015,"TRCP","LWC"
"MEM164",164,0.00175275418315246,0.870731009481331,0.852305791375729,5.99306412036617,0.013,"TRCP","LWC"
"MEM78",78,0.00172003720078373,0.872451046682115,0.853940540985189,5.94702179684028,0.013,"TRCP","LWC"
"MEM110",110,0.00171657840105854,0.874167625083174,0.855578751515915,6.00238608676821,0.016,"TRCP","LWC"
"MEM118",118,0.00171517821549749,0.875882803298671,0.85722281472854,6.06655045888043,0.012,"TRCP","LWC"
"MEM182",182,0.00168394051664245,0.877566743815314,0.858838369010807,6.02422878614613,0.01,"TRCP","LWC"
"MEM31",31,0.00163411527814727,0.879200859093461,0.860403738769331,5.91153522443389,0.011,"TRCP","LWC"
